Date,AAPL,Bitcoin,GOOGL,MSFT,VNINDEX,AverageTotal,Average(Bitcoin Excluded),VNINDEXvsAAPL,VNINDEXvsBitcoin,VNINDEXvsGOOGL,VNINDEXvsMSFT,VNINDEX Price (VND),VNINDEXPriceUSD,MSFTPrice,GOOGLPrice,BitcoinPrice,AAPLPrice
7/3/2019,0.0083,0.0983,0.0093,0.0064,-0.0017,0.02412,0.005575,95.26,11944.96,100.31,181.62,960.39,44.16,137.46,56.15,11900.8,51.1
7/2/2019,0.0058,0.0207,0.0115,0.0066,-0.0038,0.00816,0.005025,94.91,10880.13,99.86,180.81,961.98,44.23,136.58,55.63,10835.9,50.68
7/1/2019,0.0184,-0.0187,0.0159,0.0128,0.0165,0.00898,0.0159,94.79,10661.00,99.40,180.08,965.61,44.4,135.68,55,10616.6,50.39
6/28/2019,-0.0092,0.0993,0.0058,-0.0014,0.0072,0.02034,0.0006,93.16,12452.78,97.82,177.64,949.94,43.68,133.96,54.14,12409.1,49.48
6/27/2019,-0.0002,-0.1359,-0.0035,0.0016,-0.0167,-0.03094,-0.0047,93.3,11331.16,97.19,177.51,943.11,43.36,134.15,53.83,11287.8,49.94
6/26/2019,0.0217,0.1062,-0.0066,0.0037,-0.001,0.0248,0.00445,94.05,13107.90,98.12,178.03,959.13,44.1,133.93,54.02,13063.8,49.95
6/25/2019,-0.0153,0.0691,-0.0261,-0.0316,-0.0028,-0.00134,-0.01895,93.03,11854.04,98.52,177.57,960.13,44.14,133.43,54.38,11809.9,48.89
6/24/2019,-0.001,0.0137,-0.0076,0.0059,0.0038,0.00296,0.000275,93.92,11090.67,100.11,182.05,962.85,44.27,137.78,55.84,11046.4,49.65
6/21/2019,-0.0034,0.0696,0.011,0.0001,0,0.01546,0.001925,93.8,10223.40,100.37,181.07,959.20,44.1,136.97,56.27,10179.3,49.7
6/20/2019,0.0081,0.0283,0.0078,0.0093,0.01,0.0127,0.0088,93.97,9561.10,99.76,181.05,959.18,44.1,136.95,55.66,9517,49.87
6/19/2019,-0.0028,0.0193,-0.0005,0.0039,0.006,0.00518,0.00165,93.13,9299.06,98.89,179.35,949.69,43.66,135.69,55.23,9255.4,49.47
6/18/2019,0.0235,-0.0256,0.0104,0.0174,-0.0031,0.00452,0.01205,93.01,9124.00,98.66,178.56,944.01,43.4,135.16,55.26,9080.6,49.61
6/17/2019,0.0058,0.0398,0.007,0.003,-0.007,0.00972,0.0022,92.01,9362.34,98.23,176.39,946.95,43.54,132.85,54.69,9318.8,48.47
6/14/2019,-0.0072,0.0532,-0.0044,0.001,0.0037,0.00926,-0.001725,92.03,8699.94,98.15,176.29,953.61,43.84,132.45,54.31,8656.1,48.19
6/13/2019,-0.0002,0.0106,0.0111,0.0063,-0.0043,0.0047,0.003225,92.22,8262.68,98.23,176.00,950.08,43.68,132.32,54.55,8219,48.54
6/12/2019,-0.0031,0.0311,-0.0019,-0.0046,-0.0082,0.00266,-0.00445,92.42,8176.97,97.82,175.36,954.17,43.87,131.49,53.95,8133.1,48.55
6/11/2019,0.0114,-0.0125,-0.0017,-0.0038,-0.0009,-0.0015,0.00125,92.93,7932.23,98.28,176.33,962.07,44.23,132.1,54.05,7888,48.7
6/10/2019,0.0128,0.0462,0.0135,0.0091,0.0048,0.01728,0.01005,92.42,8032.07,98.41,176.87,962.90,44.27,132.6,54.14,7987.8,48.15
6/7/2019,0.0268,0.0257,0.0197,0.028,0.0106,0.02216,0.021275,91.6,8029.26,97.48,175.46,958.28,44.06,131.4,53.42,7985.2,47.54
6/6/2019,0.0147,0.0008,0.0031,0.0158,-0.0034,0.0062,0.00755,89.9,7828.50,95.99,171.42,948.21,43.6,127.82,52.39,7784.9,46.3
6/5/2019,0.016,0.0122,-0.0093,0.0217,0.0003,0.00818,0.007175,89.37,7822.84,95.97,169.57,951.41,43.74,125.83,52.23,7779.1,45.63
6/4/2019,0.0365,-0.0541,0.015,0.0277,0.005,0.00602,0.02105,88.64,7729.23,96.45,166.89,951.16,43.73,123.16,52.72,7685.5,44.91
6/3/2019,-0.0101,-0.0692,-0.0613,-0.031,-0.014,-0.03712,-0.0291,86.85,8168.32,95.46,163.36,946.47,43.52,119.84,51.94,8124.8,43.33
5/31/2019,-0.0182,0.0346,-0.0132,-0.0163,-0.0098,-0.00458,-0.014375,87.9,8602.43,99.46,167.81,959.88,44.13,123.68,55.33,8558.3,43.77
5/30/2019,0.0054,-0.0435,0.0012,0.0063,-0.0023,-0.00658,0.00265,89.15,8316.47,100.64,170.30,969.34,44.57,125.73,56.07,8271.9,44.58
5/29/2019,-0.0049,-0.0079,-0.0172,-0.0097,-0.0005,-0.00804,-0.008075,89.01,8692.47,100.67,169.61,971.54,44.67,124.94,56,8647.8,44.34
5/28/2019,-0.004,-0.005,0.0009,-0.0006,-0.0032,-0.00238,-0.001725,89.25,8760.99,101.67,170.85,972.00,44.69,126.16,56.98,8716.3,44.56
5/24/2019,-0.0038,0.015,-0.0059,0.0005,-0.0129,-0.00142,-0.005525,89.34,8014.70,101.53,170.84,970.03,44.6,126.24,56.93,7970.1,44.74
5/23/2019,-0.0173,0.0283,-0.009,-0.0117,-0.0011,-0.00216,-0.009775,90.09,7897.28,102.45,171.36,982.71,45.18,126.18,57.27,7852.1,44.91
5/22/2019,-0.0204,-0.0372,0.0012,0.0061,-0.0025,-0.01056,-0.0039,90.93,7680.93,103.02,172.90,983.78,45.23,127.67,57.79,7635.7,45.7
5/21/2019,0.0192,-0.0044,0.0086,0.0054,-0.0009,0.00558,0.008075,92,7975.65,103.07,172.25,986.29,45.35,126.9,57.72,7930.3,46.65
5/20/2019,-0.0313,-0.0235,-0.0207,-0.0144,0.0109,-0.0158,-0.013875,91.16,8010.69,102.62,171.61,987.13,45.39,126.22,57.23,7965.3,45.77
5/17/2019,-0.0057,-0.0651,-0.0133,-0.0067,0.0008,-0.018,-0.006225,92.15,7404.40,103.34,172.97,976.48,44.9,128.07,58.44,7359.5,47.25
5/16/2019,-0.0044,-0.0359,0.0118,0.0231,0.0001,-0.00106,0.00765,92.38,7916.66,104.09,173.79,975.69,44.86,128.93,59.23,7871.8,47.52
5/15/2019,0.0121,0.0213,0.0409,0.0103,0.0107,0.01906,0.0185,92.59,8209.46,103.40,170.88,975.64,44.86,126.02,58.54,8164.6,47.73
5/14/2019,0.0157,0.0242,-0.0104,0.0112,0.0071,0.00956,0.0059,91.54,8038.98,100.62,169.11,965.34,44.38,124.73,56.24,7994.6,47.16
5/13/2019,-0.0582,0.1176,-0.0266,-0.0297,0.0063,0.00188,-0.02705,90.5,7850.07,100.90,167.42,958.54,44.07,123.35,56.83,7806,46.43
5/10/2019,-0.0175,0.0314,-0.0003,0.013,0.0058,0.00648,0.00025,93.1,6429.80,102.18,170.93,952.55,43.8,127.13,58.38,6386,49.3
5/9/2019,-0.0108,0.0336,-0.0024,-0.0001,-0.0044,0.00318,-0.004425,93.72,6235.04,101.94,169.04,947.01,43.54,125.5,58.4,6191.5,50.18
5/8/2019,0.0002,0.0241,-0.0068,-0.0001,-0.0066,0.00216,-0.003325,94.46,6034.03,102.27,169.24,951.22,43.73,125.51,58.54,5990.3,50.73
5/7/2019,-0.0269,0.0182,-0.0122,-0.0205,-0.0004,-0.00836,-0.015,94.75,5893.53,102.97,169.55,957.56,44.03,125.52,58.94,5849.5,50.72
5/6/2019,-0.0155,-0.0052,0.0032,-0.0058,-0.0166,-0.00798,-0.008675,96.16,5789.14,103.71,172.19,957.97,44.04,128.15,59.67,5745.1,52.12
5/3/2019,0.0124,0.0497,0.0197,0.0213,-0.0045,0.01972,0.012225,97.73,5811.59,104.27,173.69,974.14,44.79,128.9,59.48,5766.8,52.94
5/2/2019,-0.0065,0.0204,-0.0058,-0.0131,-0.0012,-0.00124,-0.00665,97.28,5538.79,103.32,171.20,978.50,44.99,126.21,58.33,5493.8,52.29
4/26/2019,-0.0047,0.0171,0.0079,0.0057,0.0057,0.00634,0.00365,96.12,5343.34,108.91,174.93,979.64,45.04,129.89,63.87,5298.3,51.08
4/25/2019,-0.0091,-0.0381,0.0059,0.0331,-0.0029,-0.00222,0.00675,96.11,5253.89,108.16,173.94,974.13,44.79,129.15,63.37,5209.1,51.32
4/24/2019,-0.0015,-0.0174,-0.0083,-0.0034,0.0092,-0.00428,-0.001,96.71,5460.52,107.92,169.93,976.92,44.92,125.01,63,5415.6,51.79
4/23/2019,0.0145,0.0308,0.0134,0.0136,0.0022,0.0149,0.010925,96.38,5556.11,108.04,169.95,968.00,44.51,125.44,63.53,5511.6,51.87
4/22/2019,0.0031,0.0197,0.01,0.0032,-0.0004,0.00712,0.003975,95.54,5391.11,107.10,168.17,965.86,44.41,123.76,62.69,5346.7,51.13
4/18/2019,0.0037,0.0108,0.001,0.0131,-0.0101,0.0037,0.001925,95.21,5308.94,106.31,167.61,962.30,44.24,123.37,62.07,5264.7,50.97
4/17/2019,0.0195,0.0053,0.0067,0.0083,-0.0052,0.00692,0.007325,95.47,5252.99,106.70,166.46,972.10,44.69,121.77,62.01,5208.3,50.78
4/16/2019,0,0.0295,0.0044,-0.0023,-0.0058,0.00516,-0.000925,94.74,5225.83,106.53,165.70,977.17,44.93,120.77,61.6,5180.9,49.81
4/12/2019,-0.0004,0.0063,0.0109,0.0052,-0.0031,0.00378,0.00315,94.91,5099.39,106.33,166.14,982.90,45.19,120.95,61.14,5054.2,49.72
4/11/2019,-0.0084,-0.0537,0.0027,0.0012,0.0041,-0.01082,-1.00E-04,95.07,5067.93,105.81,165.66,985.95,45.33,120.33,60.48,5022.6,49.74
4/10/2019,0.0056,0.0289,0.0032,0.0076,-0.0066,0.00774,0.00245,95.31,5352.95,105.47,165.34,981.91,45.15,120.19,60.32,5307.8,50.16
4/9/2019,-0.0028,-0.0165,-0.0046,-0.0054,-0.0091,-0.00768,-0.005475,95.33,5203.85,105.58,164.73,988.48,45.45,119.28,60.13,5158.4,49.88
4/8/2019,0.0156,0.0138,-0.0026,0.0003,0.0084,0.0071,0.005425,95.88,5291.06,106.27,165.79,997.56,45.86,119.93,60.41,5245.2,50.02
4/5/2019,0.0067,0.022,-0.0066,0.0044,0.0024,0.00578,0.001725,94.73,5055.68,106.05,165.37,989.26,45.48,119.89,60.57,5010.2,49.25
4/4/2019,0.0016,-0.0133,0.0071,-0.0051,0.0025,-0.00144,0.001525,94.3,4947.78,106.35,164.74,986.91,45.38,119.36,60.97,4902.4,48.92
4/3/2019,0.0068,0.0225,0.0043,0.0065,-0.0014,0.00774,0.00405,94.1,5013.96,105.80,165.23,984.46,45.26,119.97,60.54,4968.7,48.84
4/2/2019,0.0146,0.1723,0.0055,0.0014,-0.0028,0.0382,0.004675,93.83,4904.62,105.60,164.51,985.81,45.32,119.19,60.28,4859.3,48.51
4/1/2019,0.0067,0.0104,0.0189,0.0092,0.0079,0.01062,0.010675,93.26,4190.55,105.40,164.47,988.53,45.45,119.02,59.95,4145.1,47.81
3/29/2019,0.0066,0.019,0.0039,0.0086,-0.0023,0.00716,0.0042,92.58,4147.29,103.93,163.03,980.76,45.09,117.94,58.84,4102.2,47.49
3/28/2019,0.0013,-0.004,-0.0049,0.0014,0.0072,0.0002,0.00125,92.37,4070.79,103.80,162.12,982.98,45.19,116.93,58.61,4025.6,47.18
3/27/2019,0.009,0.0251,-0.0099,-0.0097,0.0063,0.00416,-0.001075,91.99,4086.57,103.77,161.64,975.91,44.87,116.77,58.9,4041.7,47.12
3/26/2019,-0.0104,0.0015,-0.0063,0.0021,-0.0003,-0.00268,-0.003725,91.29,3987.39,104.08,162.50,969.79,44.59,117.91,59.49,3942.8,46.7
3/25/2019,-0.0119,-0.0144,-0.0084,0.0052,-0.0189,-0.00968,-0.0085,91.79,3981.60,104.47,162.26,970.07,44.6,117.66,59.87,3937,47.19
3/22/2019,-0.0207,0.0021,-0.0231,-0.0264,0.0071,-0.0122,-0.015775,93.22,4035.86,105.84,162.51,988.71,45.46,117.05,60.38,3990.4,47.76
3/21/2019,0.0368,-0.0146,0.008,0.023,-0.0205,0.00654,0.011825,93.91,4027.34,106.95,165.36,981.78,45.14,120.22,61.81,3982.2,48.77
3/20/2019,0.0088,0.006,0.02,-0.0011,-0.0043,0.00588,0.00585,93.12,4087.28,107.40,163.60,1002.30,46.08,117.52,61.32,4041.2,47.04
3/19/2019,-0.0081,0.0067,0.0116,0.0007,-0.0052,0.00114,-0.00025,92.91,4063.28,106.40,163.93,1006.59,46.28,117.65,60.12,4017,46.63
3/18/2019,0.0103,0.0022,-0.0015,0.0143,0.0077,0.0066,0.0077,93.53,4036.72,105.95,164.09,1011.86,46.52,117.57,59.43,3990.2,47.01
3/15/2019,0.0131,0.0117,-0.0018,0.0115,-0.0043,0.00604,0.004625,92.7,3970.47,105.69,162.08,1004.12,46.17,115.91,59.52,3924.3,46.53
3/14/2019,0.011,0.0036,-0.0053,0.0008,0.003,0.00262,0.002375,92.3,3925.37,106.00,160.96,1008.44,46.37,114.59,59.63,3879,45.93
3/13/2019,0.0044,-0.0054,0.0015,0.0077,0.0041,0.00246,0.004425,91.66,3911.33,106.18,160.73,1005.41,46.23,114.5,59.95,3865.1,45.43
3/12/2019,0.0112,0.0041,0.0153,0.007,0.017,0.01092,0.012625,91.27,3932.04,105.90,159.66,1001.32,46.04,113.62,59.86,3886,45.23
3/11/2019,0.0347,-0.0115,0.0254,0.021,-0.0007,0.01378,0.0201,90,3915.57,104.23,158.10,984.60,45.27,112.83,58.96,3870.3,44.73
3/8/2019,0.0026,-0.0024,-0.0007,0.0011,-0.0088,-0.00164,-0.00145,88.53,3911.20,102.80,155.81,985.25,45.3,110.51,57.5,3865.9,43.23
3/7/2019,-0.0117,0.0032,-0.0122,-0.0122,-0.0005,-0.00668,-0.00915,88.82,3920.80,103.24,156.09,994.03,45.7,110.39,57.54,3875.1,43.12
3/6/2019,-0.0057,0.0015,-0.0036,0.0004,0.0021,-0.00106,-0.0017,89.35,3908.72,103.97,157.47,994.49,45.72,111.75,58.25,3863,43.63
3/5/2019,-0.0018,0.038,0.0137,-0.005,-0.0015,0.00868,0.00135,89.51,3902.83,104.09,157.33,992.45,45.63,111.7,58.46,3857.2,43.88
3/4/2019,0.005,-0.0245,0.0042,-0.0024,0.0147,-0.0006,0.005375,89.66,3761.60,103.37,157.96,993.99,45.7,112.26,57.67,3715.9,43.96
3/1/2019,0.0104,0.0014,0.0195,0.0045,0.0147,0.0101,0.012275,88.78,3866.94,102.47,157.57,979.63,45.04,112.53,57.43,3821.9,43.74
2/28/2019,-0.0098,0.0005,0.0034,-0.0012,-0.025,-0.00642,-0.00815,87.68,3860.99,100.72,156.42,965.47,44.39,112.03,56.33,3816.6,43.29
2/27/2019,0.0032,0.0011,0.0007,-0.0017,0.0033,0.00132,0.001375,89.25,3860.13,101.67,157.70,990.27,45.53,112.17,56.14,3814.6,43.72
2/26/2019,0.0005,-0.0061,0.0041,0.0069,-0.0074,-0.0004,0.001025,88.96,3855.68,101.48,157.74,987.06,45.38,112.36,56.1,3810.3,43.58
2/25/2019,0.0074,0.0209,0.0007,0.0056,0.0056,0.00804,0.004825,89.28,3879.42,101.59,157.31,994.43,45.72,111.59,55.87,3833.7,43.56
2/22/2019,0.011,0.0073,0.0112,0.0143,0.0014,0.00904,0.009475,88.71,4010.67,101.30,156.44,988.91,45.47,110.97,55.83,3965.2,43.24
2/21/2019,-0.0056,-0.009,-0.0146,0.0211,0.0175,0.00188,0.0046,88.18,3982.01,100.62,154.82,987.57,45.41,109.41,55.21,3936.6,42.77
2/20/2019,0.0066,0.0148,-0.0053,-0.0094,0.0065,0.00264,-0.0004,87.63,4017.02,100.65,151.77,970.58,44.62,107.15,56.03,3972.4,43.01
2/19/2019,0.0031,0.0047,0.0063,-0.0005,0.0032,0.00336,0.003025,87.07,3958.64,100.67,152.51,964.35,44.34,108.17,56.33,3914.3,42.73
2/15/2019,-0.0023,0.0034,-0.0085,0.0123,-0.0015,0.00068,0,86.32,3648.42,99.70,151.94,950.89,43.72,108.22,55.98,3604.7,42.6
2/14/2019,0.0035,-0.0052,0.0005,0.0008,0.0075,0.00142,0.003075,86.49,3636.39,100.25,150.69,952.34,43.79,106.9,56.46,3592.6,42.7
2/13/2019,-0.004,-0.0056,0.0009,-0.0007,0.0082,-0.00024,0.0011,86.01,3654.96,99.89,150.27,945.25,43.46,106.81,56.43,3611.5,42.55
2/12/2019,0.0085,0.0001,0.023,0.0156,0.0124,0.01192,0.014875,85.83,3675.11,99.49,150.00,937.54,43.11,106.89,56.38,3632,42.72
2/11/2019,-0.0056,-0.0128,-0.0002,-0.004,0.0192,-0.00068,0.00235,84.94,3674.38,97.69,147.83,926.10,42.58,105.25,55.11,3631.8,42.36
2/1/2019,0.0005,0.009,-0.0064,-0.0158,-0.0022,-0.00298,-0.005975,83.41,3509.68,97.71,144.56,908.67,41.78,102.78,55.93,3467.9,41.63
1/31/2019,0.0073,-0.0066,0.0253,-0.0183,-0.0057,0.0004,0.00215,83.48,3479.07,98.16,146.30,910.65,41.87,104.43,56.29,3437.2,41.61
1/30/2019,0.0683,0.0132,0.0262,0.0334,-0.0001,0.0282,0.03195,83.42,3502.11,97.01,148.49,915.84,42.11,106.38,54.9,3460,41.31
1/29/2019,-0.0105,-0.0081,-0.0091,-0.0204,0.0041,-0.0088,-0.008975,80.78,3456.91,95.61,145.05,915.93,42.11,102.94,53.5,3414.8,38.67
1/28/2019,-0.0091,-0.0317,-0.0198,-0.0195,0.0036,-0.0153,-0.0112,81.02,3484.74,95.93,147.02,912.18,41.94,105.08,53.99,3442.8,39.08
1/25/2019,0.0333,-0.0006,0.0162,0.0091,0.0001,0.01162,0.014675,81.23,3613.79,96.87,148.96,908.88,41.79,107.17,55.08,3572,39.44
1/24/2019,-0.0081,0.0036,-0.0004,-0.0048,0.0007,-0.0018,-0.00315,79.95,3616.08,95.98,147.98,908.79,41.78,106.2,54.2,3574.3,38.17
1/23/2019,0.0039,-0.0052,0.0054,0.0097,0.0018,0.00312,0.0052,80.24,3603.26,95.98,148.47,908.18,41.76,106.71,54.22,3561.5,38.48
1/22/2019,-0.0222,0.0123,-0.026,-0.0188,-0.0049,-0.01192,-0.017975,80.01,3621.78,95.61,147.36,906.55,41.68,105.68,53.93,3580.1,38.33
1/18/2019,0.0059,-0.0057,0.0075,0.015,0.0005,0.00464,0.007225,80.69,3647.09,96.86,149.20,902.30,41.49,107.71,55.37,3605.6,39.2
1/17/2019,0.0062,0.0107,0.0088,0.007,-0.0075,0.00504,0.003625,80.44,3667.87,96.43,147.59,901.89,41.47,106.12,54.96,3626.4,38.97
1/16/2019,0.012,0.0047,0.0028,0.0035,-0.0011,0.00438,0.0043,80.51,3629.78,96.26,147.16,908.70,41.78,105.38,54.48,3588,38.73
1/15/2019,0.0205,-0.0184,0.0333,0.029,0.0087,0.01462,0.022875,80.09,3613.12,96.15,146.83,909.68,41.82,105.01,54.33,3571.3,38.27
1/14/2019,-0.015,0.0424,-0.012,-0.0073,-0.001,0.00142,-0.008825,78.96,3679.56,94.04,143.51,901.80,41.46,102.05,52.58,3638.1,37.5
1/11/2019,-0.0099,0.0035,-0.0133,-0.0077,0.0049,-0.0045,-0.0065,79.57,3658.00,94.72,144.30,902.71,41.5,102.8,53.22,3616.5,38.07
1/10/2019,0.0031,-0.0941,-0.0026,-0.0064,0.0015,-0.0197,-0.0011,79.75,3645.00,95.24,144.90,898.30,41.3,103.6,53.94,3603.7,38.45
1/9/2019,0.017,0.0017,-0.0035,0.0143,0.0108,0.00806,0.00965,79.57,4019.24,95.32,145.51,896.99,41.24,104.27,54.08,3978,38.33
1/8/2019,0.0192,-0.0037,0.0087,0.0073,-0.0025,0.0058,0.008175,78.49,4011.80,95.07,143.60,887.44,40.8,102.8,54.27,3971,37.69
1/7/2019,-0.0022,-0.0045,-0.0019,0.0013,0.0099,0.00052,0.001775,77.88,4026.80,94.70,142.96,889.64,40.9,102.06,53.8,3985.9,36.98
1/4/2019,0.0425,0.006,0.0513,0.0465,0.0031,0.02988,0.03585,77.56,3843.20,94.40,142.43,880.90,40.5,101.93,53.9,3802.7,37.06
1/3/2019,-0.0995,-0.0242,-0.0277,-0.0368,-0.0152,-0.04068,-0.0448,75.93,3820.48,91.65,137.78,878.22,40.38,97.4,51.27,3780.1,35.55
1/2/2019,0.001,0.0169,0.0092,-0.0044,-0.0009,0.00436,0.001225,80.48,3914.80,93.73,142.12,891.75,41,101.12,52.73,3873.8,39.48
12/28/2018,0.0005,0.0766,-0.0061,-0.0078,-0.0092,0.0108,-0.00565,80.1,3902.64,93.37,141.43,892.54,41.04,100.39,52.33,3861.6,39.06
12/27/2018,-0.0064,-0.0545,0.005,0.0062,0.0102,-0.0079,0.00375,80.46,3628.32,94.07,142.60,900.81,41.42,101.18,52.65,3586.9,39.04
12/26/2018,0.0703,0.0083,0.0642,0.0683,-0.0069,0.04084,0.048975,80.29,3834.70,93.39,141.56,891.75,41,100.56,52.39,3793.7,39.29
12/24/2018,-0.0257,0.0207,-0.0067,-0.0417,-0.0041,-0.0115,-0.01955,78.48,4067.87,91.00,135.90,908.56,41.77,94.13,49.23,4026.1,36.71
12/21/2018,-0.039,-0.0552,-0.0317,-0.0323,-0.0065,-0.03294,-0.027375,79.62,3892.84,91.50,140.17,912.26,41.94,98.23,49.56,3850.9,37.68
12/20/2018,-0.0251,0.1055,-0.0114,-0.021,-0.0011,0.00938,-0.01465,81.43,4118.22,93.40,143.73,918.24,42.22,101.51,51.18,4076,39.21
12/19/2018,-0.0313,0.0052,-0.0077,-0.0027,-0.0086,-0.00902,-0.012575,82.48,3729.36,94.03,145.95,919.24,42.26,103.69,51.77,3687.1,40.22
12/18/2018,0.0132,0.0402,0.0174,0.0105,-0.0069,0.01488,0.00855,84.15,3710.63,94.80,146.60,927.25,42.63,103.97,52.17,3668,41.52
12/17/2018,-0.0094,0.0857,-0.0249,-0.0296,-0.0193,0.0005,-0.0208,83.91,3569.03,94.21,145.82,933.65,42.93,102.89,51.28,3526.1,40.98
12/14/2018,-0.0321,-0.0204,-0.0203,-0.0312,-0.0085,-0.0225,-0.023025,85.14,3291.57,96.36,149.80,952.04,43.77,106.03,52.59,3247.8,41.37
12/13/2018,0.0111,-0.0435,-0.0002,0.0034,-0.0011,-0.00606,0.0033,86.89,3359.45,97.83,153.60,960.25,44.15,109.45,53.68,3315.3,42.74
12/12/2018,0.0026,0.0172,0.0115,0.0045,0.007,0.00856,0.0064,86.47,3510.30,97.89,153.28,961.28,44.2,109.08,53.69,3466.1,42.27
12/11/2018,-0.0057,-0.0153,0.008,0.0093,-0.0014,-0.00102,0.00255,86.05,3451.59,96.97,152.48,954.58,43.89,108.59,53.08,3407.7,42.16
12/10/2018,0.0066,-0.03,0.0063,0.0264,-0.0028,0.0013,0.009125,86.35,3504.45,96.61,151.54,955.89,43.95,107.59,52.66,3460.5,42.4
12/7/2018,-0.0357,-0.0246,-0.0291,-0.04,0.0039,-0.0251,-0.025225,86.19,3466.27,96.40,148.89,958.59,44.07,104.82,52.33,3422.2,42.12
12/6/2018,-0.0111,-0.0697,0.0147,0.0062,-0.0024,-0.01246,0.00185,87.58,3552.50,97.80,153.09,954.82,43.9,109.19,53.9,3508.6,43.68
12/4/2018,-0.0439,0.0156,-0.0484,-0.0318,0.0076,-0.02018,-0.029125,88.25,4002.58,97.20,152.60,958.84,44.08,108.52,53.12,3958.5,44.17
12/3/2018,0.0347,-0.0631,0.0061,0.0108,0.027,0.0031,0.01965,89.95,3941.55,99.57,155.84,951.59,43.75,112.09,55.82,3897.8,46.2
11/30/2018,-0.0053,-0.0598,0.0137,0.0064,-0.0003,-0.00906,0.003625,87.25,4082.30,98.08,153.49,926.54,42.6,110.89,55.48,4039.7,44.65
11/29/2018,-0.0075,0.0073,0.0026,-0.0084,-0.0037,-0.00194,-0.00425,87.5,4339.11,97.34,152.80,926.79,42.61,110.19,54.73,4296.5,44.89
11/28/2018,0.0383,0.1032,0.0376,0.0371,0.0077,0.04478,0.030175,88,4308.17,97.36,153.89,930.20,42.77,111.12,54.59,4265.4,45.23
11/27/2018,-0.0023,0.0077,-0.0036,0.0063,0.0023,0.00208,0.000675,86,3908.94,95.05,149.58,923.12,42.44,107.14,52.61,3866.5,43.56
11/26/2018,0.0137,-0.0554,0.025,0.033,0.0033,0.00392,0.01875,86.01,3879.35,95.15,148.82,921.03,42.35,106.47,52.8,3837,43.66
11/23/2018,-0.0256,0.0096,-0.0127,-0.0004,-0.007,-0.00722,-0.011425,85.28,4440.21,93.72,145.28,917.97,42.21,103.07,51.51,4398,43.07
11/21/2018,-0.0009,0.0252,0.0126,0.0138,0.0039,0.01092,0.00735,86.62,4681.12,94.59,145.53,922.56,42.42,103.11,52.17,4638.7,44.2
11/20/2018,-0.048,-0.0736,0.0029,-0.0278,0.0032,-0.02866,-0.017425,86.49,4566.85,93.77,143.96,919.02,42.25,101.71,51.52,4524.6,44.24
11/19/2018,-0.0395,-0.1369,-0.0382,-0.0339,0.0199,-0.04572,-0.022925,88.59,4925.92,93.49,146.74,916.06,42.12,104.62,51.37,4883.8,46.47
11/16/2018,0.0111,-0.0145,-0.0026,0.0094,0.0012,0.00092,0.004775,89.68,5677.50,94.71,149.59,898.19,41.3,108.29,53.41,5636.2,48.38
11/15/2018,0.0246,-0.0211,0.0156,0.022,-0.0042,0.00738,0.0145,89.1,5760.15,94.80,148.53,897.15,41.25,107.28,53.55,5718.9,47.85
11/14/2018,-0.0283,-0.0913,0.0063,-0.0184,-0.0049,-0.02732,-0.011325,88.12,5883.82,94.15,146.39,900.93,41.42,104.97,52.73,5842.4,46.7
11/13/2018,-0.0099,-0.0009,-0.0013,0.0007,-0.0139,-0.00506,-0.0061,89.69,6470.83,94.03,148.57,905.38,41.63,106.94,52.4,6429.2,48.06
11/12/2018,-0.0505,-0.0017,-0.0256,-0.0246,0.0042,-0.01964,-0.024125,90.75,6477.21,94.68,149.08,918.12,42.21,106.87,52.47,6435,48.54
11/9/2018,-0.0192,-0.0096,-0.0161,-0.0195,-0.0129,-0.01546,-0.016925,93.16,6454.04,95.89,151.61,914.29,42.04,109.57,53.85,6412,51.12
11/8/2018,-0.007,-0.0139,-0.0123,-0.0019,0.0045,-0.00612,-0.004175,94.71,6516.59,97.32,154.34,926.28,42.59,111.75,54.73,6474,52.12
11/7/2018,0.0304,0.0096,0.0361,0.0394,0.0001,0.02312,0.0265,94.89,6607.70,97.81,154.36,922.16,42.4,111.96,55.41,6565.3,52.49
11/6/2018,0.0107,0.0067,0.0131,0.002,-0.0038,0.00574,0.0055,93.33,6545.19,95.87,150.11,922.05,42.39,107.72,53.48,6502.8,50.94
11/5/2018,-0.0283,-0.0029,-0.0146,0.0127,0.0007,-0.00648,-0.007375,92.95,6502.25,95.34,150.06,925.53,42.55,107.51,52.79,6459.7,50.4
11/2/2018,-0.0662,0.0038,-0.0134,0.0023,0.0186,-0.01098,-0.014675,94.39,6467.22,96.09,148.68,924.86,42.52,106.16,53.57,6424.7,51.87
11/1/2018,0.0152,0.0054,-0.0042,-0.0083,-0.0074,0.00014,-0.001175,97.3,6442.25,96.05,147.67,907.96,41.75,105.92,54.3,6400.5,55.55
10/31/2018,0.0261,0.0064,0.0391,0.0297,0.0293,0.02612,0.03105,96.78,6407.96,96.59,148.87,914.76,42.06,106.81,54.53,6365.9,54.72
10/30/2018,0.0051,-0.0015,0.0143,-0.0012,-0.0001,0.00332,0.004525,94.19,6366.56,93.34,144.59,888.69,40.86,103.73,52.48,6325.7,53.33
10/29/2018,-0.0189,-0.0233,-0.0452,-0.0291,-0.0133,-0.02596,-0.026625,93.93,6375.87,92.61,144.72,888.82,40.87,103.85,51.74,6335,53.06
