Date,AAPL,Bitcoin,GOOGL,MSFT,VNINDEX,AverageTotal,Average(Bitcoin Excluded),VNINDEXvsAAPL,VNINDEXvsBitcoin,VNINDEXvsGOOGL,VNINDEXvsMSFT,VNINDEX Price (VND),VNINDEXPriceUSD,MSFTPrice,GOOGLPrice,BitcoinPrice,AAPLPrice
12/31/2021,-0.0035,-0.0192,-0.0092,-0.0088,0.0083,-0.00648,-0.0033,246.46,46288.39,213.74,405.21,1498.28,68.89,336.32,144.85,46219.5,177.57
12/30/2021,-0.0066,0.0142,-0.0031,-0.0077,0.0001,-0.00062,-0.004325,246.52,47191.62,214.52,407.64,1485.97,68.32,339.32,146.2,47123.3,178.2
12/29/2021,0.0005,-0.0228,-0.0002,0.0021,-0.0057,-0.00522,-0.000825,247.69,46530.01,214.96,410.26,1485.82,68.31,341.95,146.65,46461.7,179.38
12/28/2021,-0.0058,-0.0618,-0.0082,-0.0035,0.0037,-0.01512,-0.00345,248,47613.91,215.40,409.96,1494.39,68.71,341.25,146.69,47545.2,179.29
12/27/2021,0.023,-0.002,0.0067,0.0232,0.008,0.01178,0.015225,248.78,50746.65,216.36,410.90,1488.88,68.45,342.45,147.91,50678.2,180.33
12/23/2021,0.0036,0.0453,0.0034,0.0045,-0.014,0.00856,-0.000625,243.27,50867.99,213.91,401.68,1456.96,66.99,334.69,146.92,50801,176.28
12/22/2021,0.0153,-0.0062,0.0205,0.0181,-0.0007,0.0094,0.0133,243.58,48667.64,214.35,401.14,1477.67,67.94,333.2,146.41,48599.7,175.64
12/21/2021,0.0191,0.0428,0.0132,0.0231,0.001,0.01984,0.0141,240.98,48969.99,211.46,395.28,1478.74,67.99,327.29,143.47,48902,172.99
12/20/2021,-0.0081,0.0041,-0.0008,-0.012,-0.0017,-0.0037,-0.00565,237.67,46963.12,209.53,387.83,1477.33,67.92,319.91,141.61,46895.2,169.75
12/17/2021,-0.0065,-0.0306,-0.0188,-0.0034,0.0022,-0.01142,-0.006625,239.18,46240.24,209.77,391.84,1479.79,68.04,323.8,141.73,46172.2,171.14
12/16/2021,-0.0393,-0.0254,-0.0136,-0.0291,0.0008,-0.02132,-0.0203,240.15,47696.09,212.34,392.79,1476.61,67.89,324.9,144.45,47628.2,172.26
12/15/2021,0.0285,0.0104,0.0176,0.0192,-0.0004,0.01506,0.016225,247.14,48939.34,214.28,402.49,1475.50,67.84,334.65,146.44,48871.5,179.3
12/14/2021,-0.008,0.0356,-0.0132,-0.0326,-0.0001,-0.00366,-0.013475,242.19,48434.36,211.77,396.20,1476.02,67.86,328.34,143.91,48366.5,174.33
12/13/2021,-0.0207,-0.0674,-0.0147,-0.0092,0.0087,-0.02066,-0.008975,243.61,46771.47,213.70,407.27,1476.21,67.87,339.4,145.83,46703.6,175.74
12/10/2021,0.028,-0.0097,0.0025,0.0283,-0.003,0.00922,0.01395,246.74,47204.49,215.29,409.83,1463.54,67.29,342.54,148,47137.2,179.45
12/9/2021,-0.003,-0.057,-0.0037,-0.0056,0.0104,-0.01178,-0.000475,242.05,47664.09,215.13,400.59,1467.98,67.49,333.1,147.64,47596.6,174.56
12/8/2021,0.0228,-0.0024,0.0062,0.0001,0.0042,0.00618,0.008325,241.88,50540.70,214.99,401.77,1452.87,66.8,334.97,148.19,50473.9,175.08
12/7/2021,0.0354,0.0007,0.0287,0.0268,0.0235,0.02302,0.0286,237.7,50661.72,213.79,401.44,1446.77,66.52,334.92,147.27,50595.2,171.18
12/6/2021,0.0215,0.0234,0.0081,0.0098,-0.0206,0.00844,0.0047,230.31,50627.09,208.14,391.18,1413.58,64.99,326.19,143.15,50562.1,165.32
12/3/2021,-0.0117,-0.0507,-0.0067,-0.0197,-0.0261,-0.02298,-0.01605,228.2,53697.86,208.36,389.37,1443.32,66.36,323.01,142,53631.5,161.84
12/2/2021,-0.0061,-0.0125,0.0136,-0.0018,-0.0021,-0.00178,0.0009,231.9,56564.14,211.11,397.63,1482.05,68.14,329.49,142.97,56496,163.76
12/1/2021,-0.0032,0.0058,-0.006,-0.0015,0.0046,-0.00006,-0.001525,233.05,57278.58,209.33,398.36,1485.19,68.28,330.08,141.05,57210.3,164.77
11/30/2021,0.0316,-0.0158,-0.025,-0.0179,-0.0043,-0.00628,-0.0039,233.27,56950.87,209.87,398.56,1478.44,67.97,330.59,141.9,56882.9,165.3
11/29/2021,0.0219,0.0088,0.0235,0.0211,-0.0055,0.01396,0.01525,228.51,57863.07,213.80,404.90,1484.84,68.27,336.63,145.53,57794.8,160.24
11/26/2021,-0.0317,-0.0883,-0.0269,-0.0244,-0.0052,-0.0353,-0.02205,225.46,53799.55,210.83,398.33,1493.03,68.65,329.68,142.18,53730.9,156.81
11/24/2021,0.0033,-0.007,0.0023,0.0007,0.0172,0.0033,0.005875,230.39,57240.15,214.57,406.36,1488.87,68.45,337.91,146.12,57171.7,161.94
11/23/2021,0.0024,0.0225,-0.0036,-0.0063,0.0113,0.00526,0.00095,228.7,57640.49,213.07,404.97,1463.63,67.29,337.68,145.78,57573.2,161.41
11/22/2021,0.0029,-0.041,-0.0176,-0.0096,-0.0035,-0.01376,-0.00695,227.56,56375.34,212.84,406.37,1447.25,66.54,339.83,146.3,56308.8,161.02
11/19/2021,0.017,0.0198,-0.0061,0.0054,-0.0119,0.00484,0.0011,227.32,58150.17,215.70,409.88,1452.35,66.77,343.11,148.93,58083.4,160.55
11/18/2021,0.0285,-0.0565,0.0121,0.0063,-0.0041,-0.00274,0.0107,225.45,57022.88,217.42,408.85,1469.83,67.58,341.27,149.84,56955.3,157.87
11/17/2021,0.0165,0.0046,0.0012,-0.0011,0.0064,0.00552,0.00575,221.35,60435.66,215.91,406.98,1475.85,67.86,339.12,148.05,60367.8,153.49
11/16/2021,0.0067,-0.0552,-0.0039,0.0102,-0.0069,-0.00982,0.001525,218.42,60156.52,215.30,406.93,1466.45,67.42,339.51,147.88,60089.1,151
11/15/2021,0.0001,-0.0292,-0.0015,-0.0019,0.0022,-0.00606,-0.000275,217.89,63665.79,216.34,403.96,1476.57,67.89,336.07,148.45,63597.9,150
11/12/2021,0.0143,-0.0104,0.02,0.0129,0.0075,0.00886,0.013675,217.73,64202.24,216.42,404.46,1473.37,67.74,336.72,148.68,64134.5,149.99
11/11/2021,-0.0003,-0.0019,-0.0009,0.0049,-0.0018,0,0.000475,215.1,64873.93,213.00,399.66,1462.35,67.23,332.43,145.77,64806.7,147.87
11/10/2021,-0.0192,-0.0295,-0.0203,-0.0153,0.0024,-0.01638,-0.0131,215.28,64999.96,213.25,398.16,1465.02,67.36,330.8,145.89,64932.6,147.92
11/9/2021,0.0025,-0.0092,-0.0008,-0.0031,-0.0041,-0.00294,-0.001375,218.01,66971.60,216.12,403.15,1461.50,67.2,335.95,148.92,66904.4,150.81
11/8/2021,-0.0056,0.0672,0.0012,0.0028,0.0076,0.01464,0.0015,217.91,67595.37,216.50,404.46,1467.57,67.47,336.99,149.03,67527.9,150.44
11/5/2021,0.0021,-0.0071,0.0039,-0.0011,0.0056,0.00068,0.002625,218.25,61041.27,215.82,403.03,1456.51,66.97,336.06,148.85,60974.3,151.28
11/4/2021,-0.0035,-0.0239,0.0114,0.0073,0.0028,-0.00118,0.0045,217.55,61479.19,214.86,403.03,1448.34,66.59,336.44,148.27,61412.6,150.96
11/3/2021,0.0098,-0.0048,0.008,0.0026,-0.0056,0.002,0.0037,217.89,62984.90,213.00,400.40,1444.30,66.4,334,146.6,62918.5,151.49
11/2/2021,0.0071,0.0379,0.0135,0.0114,0.0094,0.01586,0.01035,216.8,63288.48,212.21,399.91,1452.46,66.78,333.13,145.43,63221.7,150.02
11/1/2021,-0.0056,-0.0064,-0.0307,-0.0068,-0.0037,-0.01064,-0.0117,215.12,60981.46,209.66,395.53,1438.97,66.16,329.37,143.5,60915.3,148.96
10/29/2021,-0.0182,0.0274,0.0151,0.0224,0.0044,0.01022,0.005925,216.2,62309.20,214.45,398.02,1444.27,66.4,331.62,148.05,62242.8,149.8
10/28/2021,0.025,0.0367,-0.0025,0.0037,0.0105,0.01468,0.009175,218.69,60648.62,211.97,390.47,1438.01,66.12,324.35,145.85,60582.5,152.57
10/27/2021,-0.0031,-0.0311,0.0496,0.0421,0.0226,0.01602,0.0278,214.28,58503.53,211.65,388.60,1423.02,65.43,323.17,146.22,58438.1,148.85
10/26/2021,0.0046,-0.0437,0.0135,0.0064,0.0045,-0.00294,0.00725,213.3,60374.78,203.29,374.09,1391.63,63.98,310.11,139.31,60310.8,149.32
10/25/2021,-0.0003,0.0362,-0.0009,-0.0033,-0.0028,0.00578,-0.001825,212.34,63130.70,201.15,371.83,1385.40,63.7,308.13,137.45,63067,148.64
10/22/2021,-0.0053,-0.0244,-0.0304,-0.0051,0.0032,-0.0124,-0.0094,212.56,60754.17,201.44,373.03,1389.24,63.87,309.16,137.57,60690.3,148.69
10/21/2021,0.0015,-0.0571,0.0008,0.0109,-0.0065,-0.01008,0.001675,213.15,62273.87,205.56,374.43,1384.77,63.67,310.76,141.89,62210.2,149.48
10/20/2021,0.0034,0.0265,-0.0102,-0.0027,-0.0011,0.00318,-0.00265,213.34,66043.18,205.85,371.49,1393.80,64.08,307.41,141.77,65979.1,149.26
10/19/2021,0.0151,0.0358,0.0032,0.0031,-0.0001,0.01142,0.005325,212.91,64342.65,207.39,372.38,1395.33,64.15,308.23,143.24,64278.5,148.76
10/18/2021,0.0118,0.0086,0.01,0.0101,0.002,0.0085,0.008475,210.71,62120.46,206.94,371.45,1395.53,64.16,307.29,142.78,62056.3,146.55
10/15/2021,0.0075,0.0754,0.0015,0.0048,0.0006,0.01796,0.0036,208.87,61736.53,205.40,368.24,1392.70,64.03,304.21,141.37,61672.5,144.84
10/14/2021,0.0202,-0.0006,0.0259,0.0217,0,0.01344,0.01695,207.75,57409.79,205.14,366.74,1391.85,63.99,302.75,141.15,57345.8,143.76
10/13/2021,-0.0042,0.0244,0.0083,0.0117,-0.0021,0.00762,0.003425,204.91,57444.10,201.58,360.31,1391.91,64,296.31,137.58,57380.1,140.91
10/12/2021,-0.0091,-0.0254,-0.0177,-0.0046,0.0005,-0.01126,-0.007725,205.64,56080.03,200.58,357.01,1394.80,64.13,292.88,136.45,56015.9,141.51
10/11/2021,-0.0006,0.051,-0.0062,-0.0021,0.0156,0.01154,0.001675,206.91,57541.40,203.01,358.33,1394.09,64.1,294.23,138.91,57477.3,142.81
10/8/2021,-0.0027,0.0024,0.004,0,0.0049,0.00172,0.00155,206.01,53977.81,202.90,357.96,1372.73,63.11,294.85,139.79,53914.7,142.9
10/7/2021,0.0091,-0.0278,0.0121,0.0059,0.0023,0.00032,0.00735,206.09,53846.70,202.03,357.65,1365.99,62.8,294.85,139.23,53783.9,143.29
10/6/2021,0.0063,0.0749,0.0113,0.0151,0.006,0.02272,0.009675,204.66,55385.86,200.23,355.77,1362.82,62.66,293.11,137.57,55323.2,142
10/5/2021,0.0142,0.0455,0.0177,0.02,0.0113,0.02174,0.0158,203.39,51531.58,198.30,351.04,1354.63,62.28,288.76,136.02,51469.3,141.11
10/4/2021,-0.0246,0.0213,-0.0211,-0.0207,0.0035,-0.00832,-0.015725,200.73,49288.89,195.25,344.70,1339.54,61.59,283.11,133.66,49227.3,139.14
10/1/2021,0.0081,0.0986,0.0214,0.0255,-0.0053,0.02966,0.012425,204.02,48207.37,197.91,350.47,1334.89,61.37,289.1,136.54,48146,142.65
9/30/2021,-0.0093,0.055,-0.005,-0.0073,0.0021,0.0071,-0.004875,203.2,43885.00,195.38,343.62,1342.06,61.7,281.92,133.68,43823.3,141.5
9/29/2021,0.0065,0.0125,-0.0109,0.0017,-0.0001,0.00194,-0.0007,204.4,41598.37,195.92,345.57,1339.21,61.57,284,134.35,41536.8,142.83
9/28/2021,-0.0238,-0.0273,-0.0372,-0.0362,0.0108,-0.02274,-0.0216,203.49,41083.88,197.41,345.10,1339.31,61.58,283.52,135.83,41022.3,141.91
9/27/2021,-0.0105,-0.0239,-0.008,-0.0173,-0.0194,-0.01582,-0.0138,206.29,42233.52,201.99,355.09,1324.99,60.92,294.17,141.07,42172.6,145.37
9/24/2021,0.0006,-0.0457,0.0071,-0.0007,-0.0012,-0.00798,0.00145,209.04,42882.02,204.33,361.47,1351.17,62.12,299.35,142.21,42819.9,146.92
9/23/2021,0.0067,0.0303,0.0066,0.0033,0.0015,0.00968,0.004525,209.03,44931.40,203.42,361.76,1352.76,62.2,299.56,141.22,44869.2,146.83
9/22/2021,0.0169,0.0713,0.009,0.0128,0.0081,0.02362,0.0117,207.95,43613.70,202.38,360.68,1350.68,62.1,298.58,140.28,43551.6,145.85
9/21/2021,0.0034,-0.0518,0.0023,0.0017,-0.0079,-0.01046,-0.000125,205.03,40712.90,200.63,356.40,1339.84,61.6,294.8,139.03,40651.3,143.43
9/20/2021,-0.0214,-0.0925,-0.0148,-0.0186,-0.0016,-0.02978,-0.0141,205.03,42932.69,200.81,356.39,1350.48,62.09,294.3,138.72,42870.6,142.94
9/17/2021,-0.0183,-0.0097,-0.0196,-0.0175,0.005,-0.01202,-0.0126,208.25,47344.99,202.99,362.06,1352.64,62.19,299.87,140.8,47282.8,146.06
9/16/2021,-0.0016,-0.008,-0.0057,0.0013,0,-0.0028,-0.0015,210.67,47809.88,205.49,367.10,1345.87,61.88,305.22,143.61,47748,148.79
9/15/2021,0.0061,0.0224,0.0132,0.0168,0.0046,0.01262,0.010175,210.91,48192.48,206.31,366.70,1345.83,61.88,304.82,144.43,48130.6,149.03
9/14/2021,-0.0096,0.0473,0.0015,0.0094,-0.0013,0.00946,0,209.72,47139.10,204.14,361.39,1339.70,61.6,299.79,142.54,47077.5,148.12
9/13/2021,0.0039,-0.0242,0.0103,0.0043,-0.0029,-0.00172,0.0039,211.22,45011.17,204.00,358.66,1341.43,61.67,296.99,142.33,44949.5,149.55
9/10/2021,-0.0331,-0.0333,-0.0186,-0.0052,0.001,-0.01784,-0.013975,210.82,44904.65,202.73,357.56,1345.31,61.85,295.71,140.88,44842.8,148.97
9/9/2021,-0.0067,0.007,-0.001,-0.0099,0.0078,-0.00056,-0.00245,215.86,46447.39,205.33,359.04,1343.98,61.79,297.25,143.54,46385.6,154.07
9/8/2021,-0.0101,-0.0154,-0.0041,0.0001,-0.0062,-0.00714,-0.005075,216.43,46122.72,205.01,361.53,1333.61,61.32,300.21,143.69,46061.4,155.11
9/7/2021,0.0155,-0.1119,0.0038,-0.0032,-0.0033,-0.01982,0.0032,218.39,46841.30,205.98,361.88,1341.90,61.7,300.18,144.28,46779.6,156.69
9/1/2021,0.0045,0.0358,0.0036,-0.0002,0.0024,0.00922,0.002575,213.87,48880.76,206.58,363.19,1334.65,61.36,301.83,145.22,48819.4,152.51
8/31/2021,-0.0084,0.0029,0.0007,-0.0056,0.0025,-0.00158,-0.0027,213.05,47191.62,205.92,363.10,1331.47,61.22,301.88,144.7,47130.4,151.83
8/30/2021,0.0304,-0.0366,0.0041,0.0129,0.0114,0.00444,0.0147,214.18,47053.76,205.65,364.65,1328.14,61.06,303.59,144.59,46992.7,153.12
8/27/2021,0.0072,0.0477,0.0181,0.0021,0.0093,0.01688,0.009175,208.98,49124.68,204.38,360.10,1313.20,60.38,299.72,144,49064.3,148.6
8/26/2021,-0.0055,-0.0441,-0.0045,-0.0097,-0.0064,-0.01404,-0.006525,207.36,46891.42,201.26,358.91,1301.12,59.82,299.09,141.44,46831.6,147.54
8/25/2021,-0.0084,0.0268,0.0058,-0.002,0.0083,0.0061,0.000925,208.57,49054.71,202.29,362.22,1309.55,60.21,302.01,142.08,48994.5,148.36
8/24/2021,-0.0006,-0.0368,0.0087,-0.0067,-0.0001,-0.0071,0.000325,209.33,47774.41,200.97,362.33,1298.74,59.71,302.62,141.26,47714.7,149.62
8/23/2021,0.0103,0.0058,0.019,0.001,-0.023,0.00262,0.001825,209.43,49599.42,199.76,364.37,1298.86,59.72,304.65,140.04,49539.7,149.71
8/20/2021,0.0102,0.0549,0.0129,0.0256,-0.033,0.01412,0.003925,209.31,49385.12,198.55,365.48,1329.43,61.12,304.36,137.43,49324,148.19
8/19/2021,0.0023,0.0454,0.0017,0.0208,0.0102,0.01608,0.00875,209.91,46819.11,198.89,359.98,1374.85,63.21,296.77,135.68,46755.9,146.7
8/18/2021,-0.0255,0.0007,-0.0089,-0.008,-0.0016,-0.00866,-0.011,208.93,44786.37,198.02,353.30,1360.94,62.57,290.73,135.45,44723.8,146.36
8/17/2021,-0.0062,-0.0284,-0.0119,-0.0052,-0.0057,-0.01148,-0.00725,212.86,44754.27,199.33,355.75,1363.09,62.67,293.08,136.66,44691.6,150.19
8/16/2021,0.0135,-0.0212,0.0042,0.006,0.0103,0.00256,0.0085,214.15,46059.33,201.34,357.63,1370.96,63.03,294.6,138.31,45996.3,151.12
8/13/2021,0.0014,0.0767,0.0039,0.0105,0.003,0.0191,0.0047,211.49,47871.49,200.12,355.24,1357.05,62.39,292.85,137.73,47809.1,149.1
8/12/2021,0.0208,-0.0255,0.0067,0.01,-0.0035,0.0017,0.0085,211.1,44465.61,199.40,352.02,1353.05,62.21,289.81,137.19,44403.4,148.89
8/11/2021,0.0018,-0.0006,-0.0039,0.0018,-0.0034,-0.00086,-0.000925,208.29,45626.73,198.71,349.38,1357.79,62.43,286.95,136.28,45564.3,145.86
8/10/2021,-0.0034,-0.0149,-0.0008,-0.0066,0.0019,-0.00476,-0.002225,208.24,45656.44,199.45,349.08,1362.43,62.64,286.44,136.81,45593.8,145.6
8/9/2021,-0.0003,0.0569,0.0087,-0.0039,0.0137,0.01502,0.00455,208.61,46346.82,199.43,350.85,1359.86,62.52,288.33,136.91,46284.3,146.09
8/6/2021,-0.0063,0.0472,-0.0038,-0.0002,-0.003,0.00678,-0.003325,207.82,42857.08,197.42,351.14,1341.45,61.68,289.46,135.74,42795.4,146.14
8/5/2021,0.0007,0.0284,0.0083,0.0105,0.0081,0.0112,0.0069,208.92,40929.06,198.11,351.38,1345.55,61.86,289.52,136.25,40867.2,147.06
8/4/2021,-0.0028,0.0421,-0.0037,-0.0021,0.0017,0.00704,-0.001725,208.32,39798.27,196.50,347.88,1334.74,61.37,286.51,135.13,39736.9,146.95
8/3/2021,0.0126,-0.0265,0.0058,0.0081,0.0139,0.00278,0.0101,208.62,38191.56,196.89,348.38,1332.44,61.26,287.12,135.63,38130.3,147.36
8/2/2021,-0.0023,-0.0178,0.001,-0.0003,0.0032,-0.00324,0.0004,205.94,39228.82,195.27,345.24,1314.22,60.42,284.82,134.85,39168.4,145.52
7/30/2021,0.0015,0.055,-0.0077,-0.0055,0.0127,0.0112,0.00025,206.09,42263.63,194.96,345.14,1310.05,60.23,284.91,134.73,42203.4,145.86
7/28/2021,-0.0122,0.014,0.0318,-0.0011,0.0001,0.00652,0.00465,203.7,40061.92,194.81,344.94,1277.07,58.72,286.22,136.09,40003.2,144.98
7/27/2021,-0.0149,0.0584,-0.0159,-0.0087,0.0033,0.00444,-0.00905,205.48,39510.71,190.61,345.25,1276.93,58.71,286.54,131.9,39452,146.77
7/26/2021,0.0029,0.0533,0.0077,-0.0021,0.0031,0.01298,0.0029,207.51,37335.12,192.56,347.57,1272.71,58.52,289.05,134.04,37276.6,148.99
7/23/2021,0.012,0.0404,0.0358,0.0123,-0.0192,0.01626,0.010225,206.9,33661.64,191.35,348.01,1268.83,58.34,289.67,133.01,33603.3,148.56
7/22/2021,0.0096,0.0052,0.0068,0.0168,0.018,0.01128,0.0128,206.28,32358.38,187.90,345.62,1293.67,59.48,286.14,128.42,32298.9,146.8
7/21/2021,-0.0051,0.0785,0.0106,0.0074,-0.002,0.01788,0.002725,203.83,32189.83,185.98,339.83,1270.79,58.43,281.4,127.55,32131.4,145.4
7/20/2021,0.026,-0.0338,0.0131,0.0083,0.0239,0.0075,0.017825,204.69,29852.34,184.75,337.86,1273.29,58.54,279.32,126.21,29793.8,146.15
7/19/2021,-0.0269,-0.0298,-0.0188,-0.0133,-0.0429,-0.02634,-0.025475,199.62,30894.37,181.75,334.18,1243.51,57.17,277.01,124.58,30837.2,142.45
7/16/2021,-0.0141,-0.014,-0.0003,-0.001,0.0042,-0.00504,-0.0028,206.13,31453.74,186.71,340.49,1299.31,59.74,280.75,126.97,31394,146.39
7/15/2021,-0.0045,-0.0299,-0.0096,-0.0052,0.0109,-0.00766,-0.0021,207.97,31899.99,186.49,340.52,1293.92,59.49,281.03,127,31840.5,148.48
7/14/2021,0.0241,0.0028,0.007,0.0054,-0.0136,0.00514,0.005725,208,32879.55,187.09,341.36,1279.91,58.85,282.51,128.24,32820.7,149.15
7/13/2021,0.0079,-0.0116,0.0029,0.0132,0.001,0.00268,0.00625,205.3,32787.76,187.00,340.64,1297.54,59.66,280.98,127.34,32728.1,145.64
7/12/2021,-0.0042,-0.0326,0.0116,-0.0022,-0.0377,-0.01302,-0.008125,204.1,33172.60,186.58,336.92,1296.30,59.6,277.32,126.98,33113,144.5
7/9/2021,0.0131,0.0283,0.0038,0.0019,-0.02,0.00542,-0.0003,207.05,33859.34,187.46,339.88,1347.14,61.94,277.94,125.52,33797.4,145.11
7/8/2021,-0.0092,-0.0296,-0.0113,-0.009,-0.01,-0.01382,-0.009875,206.44,32929.50,188.24,340.62,1374.68,63.2,277.42,125.04,32866.3,143.24
7/7/2021,0.018,-0.0105,0.0023,0.0082,0.0249,0.00858,0.01335,208.41,33931.64,190.31,343.77,1388.55,63.84,279.93,126.47,33867.8,144.57
7/6/2021,0.0147,0.016,0.0074,0,-0.0399,-0.00036,-0.00445,204.31,34287.89,188.48,339.95,1354.79,62.29,277.66,126.19,34225.6,142.02
7/2/2021,0.0196,0.008,0.023,0.0223,0.0023,0.01504,0.0168,205.26,33878.70,190.56,342.95,1420.27,65.3,277.65,125.26,33813.4,139.96
7/1/2021,0.0023,-0.0423,0.0029,0.0026,0.0061,-0.00568,0.003475,202.42,33608.75,187.59,336.75,1417.08,65.15,271.6,122.44,33543.6,137.27
6/30/2021,0.0046,-0.0225,-0.0015,-0.0018,-0.0011,-0.00446,0.00005,201.72,35091.66,186.85,335.66,1408.55,64.76,270.9,122.09,35026.9,136.96
6/29/2021,0.0115,0.0394,-0.0022,0.01,0.003,0.01234,0.005575,201.16,35899.53,187.10,336.23,1410.04,64.83,271.4,122.27,35834.7,136.33
6/28/2021,0.0125,-0.0058,0.0002,0.014,0.0113,0.00644,0.0095,199.41,34540.53,187.17,333.35,1405.81,64.63,268.72,122.54,34475.9,134.78
6/25/2021,-0.0022,-0.0886,0.0001,-0.0063,0.0075,-0.0179,-0.000225,197.02,31657.91,186.42,328.93,1390.12,63.91,265.02,122.51,31594,133.11
6/24/2021,-0.0022,0.0294,0.0031,0.0053,0.0021,0.00754,0.002075,196.85,34729.24,185.94,330.13,1379.72,63.44,266.69,122.5,34665.8,133.41
6/23/2021,-0.0021,0.0362,-0.0017,-0.0009,-0.0022,0.00586,-0.001725,197,33737.60,185.43,328.57,1376.87,63.3,265.27,122.13,33674.3,133.7
6/22/2021,0.0127,0.0254,0.0043,0.011,0.0053,0.01174,0.008325,197.43,32559.85,185.78,328.96,1379.97,63.45,265.51,122.33,32496.4,133.98
6/21/2021,0.0141,-0.1097,0.0142,0.0123,-0.0037,-0.01456,0.009225,195.41,31755.11,184.92,325.74,1372.63,63.11,262.63,121.81,31692,132.3
6/18/2021,-0.0101,-0.0605,-0.0134,-0.0056,0.0131,-0.0153,-0.004,193.81,35812.75,183.46,322.78,1377.77,63.35,259.43,120.11,35749.4,130.46
6/17/2021,0.0126,-0.0074,0.008,0.0137,0.0025,0.00588,0.0092,194.32,38114.53,184.27,323.43,1359.92,62.53,260.9,121.74,38052,131.79
6/16/2021,0.0039,-0.0453,-0.0053,-0.0038,-0.0079,-0.01168,-0.003275,192.52,38398.37,183.14,319.75,1356.52,62.37,257.38,120.77,38336,130.15
6/15/2021,-0.0064,-0.0092,-0.0084,-0.0059,0.0041,-0.00516,-0.00415,192.51,40218.97,184.29,321.23,1367.36,62.87,258.36,121.42,40156.1,129.64
6/14/2021,0.0246,0.0386,0.0077,0.0078,0.0074,0.01722,0.011875,193.09,40592.01,185.06,322.50,1361.72,62.61,259.89,122.45,40529.4,130.48
6/11/2021,0.0098,0.0181,-0.002,0.0025,0.0213,0.00994,0.0079,189.5,37376.75,183.66,320.04,1351.74,62.15,257.89,121.51,37314.6,127.35
6/10/2021,-0.008,-0.0183,0.0113,0.0144,-0.007,-0.00152,0.002675,186.96,36710.25,182.61,318.09,1323.58,60.85,257.24,121.76,36649.4,126.11
6/9/2021,0.0031,0.1183,0.004,0.004,0.0099,0.02786,0.00525,188.41,37393.48,181.68,314.87,1332.90,61.28,253.59,120.4,37332.2,127.13
6/8/2021,0.0067,-0.0058,-0.0016,-0.0049,-0.0286,-0.00684,-0.0071,187.42,33443.58,180.60,313.25,1319.88,60.68,252.57,119.92,33382.9,126.74
6/7/2021,0.0001,-0.0625,0.0036,0.012,-0.0111,-0.01158,0.00115,188.37,33640.47,182.58,316.28,1358.78,62.47,253.81,120.11,33578,125.9
6/4/2021,0.019,-0.0596,0.0196,0.0207,0.0072,0.00138,0.016625,189.06,36914.47,182.85,313.96,1374.05,63.17,250.79,119.68,36851.3,125.89
6/3/2021,-0.0122,0.0434,-0.0097,-0.0064,0.0175,0.00652,-0.0027,186.27,39250.03,180.11,308.44,1364.28,62.73,245.71,117.38,39187.3,123.54
6/2/2021,0.0063,0.0237,-0.0044,-0.0004,0.0022,0.00548,0.000925,186.71,37617.45,180.18,308.95,1340.78,61.65,247.3,118.53,37555.8,125.06
6/1/2021,-0.0026,-0.0164,0.0103,-0.0091,0.0073,-0.0021,0.001475,185.79,36749.11,180.57,308.91,1337.78,61.51,247.4,119.06,36687.6,124.28
5/28/2021,-0.0053,-0.0717,-0.0025,0.0015,0.013,-0.013,0.001675,185.32,35723.21,178.55,310.39,1320.46,60.71,249.68,117.84,35662.5,124.61
5/27/2021,-0.0124,-0.0212,-0.0074,-0.0087,-0.01,-0.01194,-0.009625,185.21,38477.23,178.06,309.24,1303.57,59.93,249.31,118.13,38417.3,125.28
5/26/2021,-0.0004,0.0227,0.0074,-0.0009,0.0062,0.007,0.003075,187.39,39309.74,179.56,312.03,1316.70,60.54,251.49,119.02,39249.2,126.85
5/25/2021,-0.0016,-0.0096,0.0008,0.0037,0.0082,0.0003,0.002775,187.06,38438.46,178.30,311.88,1308.58,60.16,251.72,118.14,38378.3,126.9
5/24/2021,0.0133,0.1174,0.0292,0.0229,0.0109,0.03874,0.019075,186.78,38810.28,177.73,310.46,1297.98,59.68,250.78,118.05,38750.6,127.1
5/21/2021,-0.0148,-0.084,-0.0056,-0.0053,0.0045,-0.02104,-0.0053,184.46,37356.43,173.74,304.20,1283.93,59.03,245.17,114.71,37297.4,125.43
5/20/2021,0.021,0.1088,0.0156,0.0138,0.0125,0.03434,0.015725,186.08,40775.97,174.12,305.25,1278.22,58.77,246.48,115.35,40717.2,127.31
5/19/2021,-0.0013,-0.144,0.004,0.0002,0.0078,-0.02666,0.002675,182.74,36778.55,171.62,301.17,1262.49,58.05,243.12,113.57,36720.5,124.69
5/18/2021,-0.0112,-0.0148,-0.0116,-0.0086,-0.0048,-0.0102,-0.00905,182.44,42954.89,170.71,300.67,1252.68,57.59,243.08,113.12,42897.3,124.85
5/17/2021,-0.0093,-0.0621,0.0046,-0.012,-0.006,-0.01696,-0.005675,184.14,43599.17,172.32,303.05,1258.70,57.87,245.18,114.45,43541.3,126.27
5/14/2021,0.0198,0.0027,0.0221,0.0211,0.0035,0.01384,0.016625,185.67,49898.02,172.14,306.37,1266.36,58.22,248.15,113.92,49839.8,127.45
