Date,AAPL,Bitcoin,GOOGL,MSFT,VNINDEX,Average Total,Average (Bitcoin Excluded),,,
8/16/2019,0.0234,0.0031,0.0084,0.0183,0.0006,0.01076,0.012675,,,
8/15/2019,-0.0049,0.0253,0.0045,-0.0022,0.0108,0.0067,0.00205,,,
8/14/2019,-0.0297,-0.0774,-0.0272,-0.0333,0.0022,-0.03308,-0.022,,,
8/13/2019,0.0423,-0.044,0.0189,0.0207,-0.0087,0.00584,0.0183,,,
8/12/2019,-0.0026,-0.0107,-0.0121,-0.0139,0.001,-0.00766,-0.0069,,,
8/9/2019,-0.012,-0.0084,-0.0143,-0.0085,-0.0009,-0.00882,-0.008925,,,
8/8/2019,0.0221,0.0148,0.0257,0.0267,0.0096,0.01978,0.021025,,,
8/7/2019,0.0104,0.0464,0.0043,0.0044,0.0014,0.01338,0.005125,,,
8/6/2019,0.0188,-0.0284,0.014,0.0188,-0.0088,0.00288,0.0107,,,
8/5/2019,-0.0523,0.0807,-0.0348,-0.0343,-0.0181,-0.01176,-0.034875,,,
8/2/2019,-0.0211,0.0135,-0.0127,-0.0084,-0.0063,-0.007,-0.012125,,,
8/1/2019,-0.0216,0.0296,-0.0053,0.0131,0.0058,0.00432,-0.002,,,
7/31/2019,0.0203,0.0523,-0.008,-0.0291,0.0057,0.00824,-0.002775,,,
7/29/2019,0.0092,-0.0151,-0.0027,-0.0022,0.0046,-0.00124,0.002225,,,
7/26/2019,0.0035,-0.0115,0.0961,0.0082,-0.0016,0.01894,0.02655,,,
7/25/2019,-0.0079,0.0144,-0.0033,-0.0038,0.0066,0.0012,-0.0021,,,
7/24/2019,-0.0008,-0.0085,-0.0071,0.0103,-0.0011,-0.00144,0.000325,,,
7/23/2019,0.0079,-0.0503,0.0077,0.0062,0.0076,-0.00418,0.00735,,,
7/22/2019,0.0227,-0.0282,0.0067,0.0132,-0.0003,0.00282,0.010575,,,
7/19/2019,-0.0148,-0.0075,-0.0136,0.0015,0.0064,-0.0056,-0.005125,,,
7/18/2019,0.0112,0.0955,0.0003,0.0011,-0.0066,0.0203,0.0015,,,
7/17/2019,-0.0055,0.0317,-0.0057,-0.0059,0.0005,0.00302,-0.00415,,,
7/16/2019,-0.0035,-0.131,0.0024,-0.0131,0.0099,-0.02706,-0.001075,,,
7/15/2019,0.0092,0.0633,0.0045,0,-0.0029,0.01482,0.0027,,,
7/12/2019,0.0077,0.037,0.0012,0.0036,-0.0033,0.00924,0.0023,,,
7/11/2019,-0.0073,-0.0634,0.0026,0.004,0.0051,-0.0118,0.0011,,,
7/10/2019,0.0099,-0.0344,0.0149,0.0102,0.0047,0.00106,0.009925,,,
7/9/2019,0.006,0.0236,0.0066,-0.0037,0.0028,0.00706,0.002925,,,
7/8/2019,-0.0206,0.0733,-0.014,-0.0007,-0.0092,0.00576,-0.011125,,,
7/5/2019,-0.0008,-0.0173,0.0085,-0.0029,0.0024,-0.00202,0.0018,,,
7/3/2019,0.0083,0.0983,0.0093,0.0064,-0.0017,0.02412,0.005575,,,
7/2/2019,0.0058,0.0207,0.0115,0.0066,-0.0038,0.00816,0.005025,,,
7/1/2019,0.0184,-0.0187,0.0159,0.0128,0.0165,0.00898,0.0159,,,
6/28/2019,-0.0092,0.0993,0.0058,-0.0014,0.0072,0.02034,0.0006,,,
6/27/2019,-0.0002,-0.1359,-0.0035,0.0016,-0.0167,-0.03094,-0.0047,,,
6/26/2019,0.0217,0.1062,-0.0066,0.0037,-0.001,0.0248,0.00445,,,
6/25/2019,-0.0153,0.0691,-0.0261,-0.0316,-0.0028,-0.00134,-0.01895,,,
6/24/2019,-0.001,0.0137,-0.0076,0.0059,0.0038,0.00296,0.000275,,,
6/21/2019,-0.0034,0.0696,0.011,0.0001,0,0.01546,0.001925,,,
6/20/2019,0.0081,0.0283,0.0078,0.0093,0.01,0.0127,0.0088,,,
6/19/2019,-0.0028,0.0193,-0.0005,0.0039,0.006,0.00518,0.00165,,,
6/18/2019,0.0235,-0.0256,0.0104,0.0174,-0.0031,0.00452,0.01205,,,
6/17/2019,0.0058,0.0398,0.007,0.003,-0.007,0.00972,0.0022,,,
6/14/2019,-0.0072,0.0532,-0.0044,0.001,0.0037,0.00926,-0.001725,,,
6/13/2019,-0.0002,0.0106,0.0111,0.0063,-0.0043,0.0047,0.003225,,,
6/12/2019,-0.0031,0.0311,-0.0019,-0.0046,-0.0082,0.00266,-0.00445,,,
6/11/2019,0.0114,-0.0125,-0.0017,-0.0038,-0.0009,-0.0015,0.00125,,,
6/10/2019,0.0128,0.0462,0.0135,0.0091,0.0048,0.01728,0.01005,,,
6/7/2019,0.0268,0.0257,0.0197,0.028,0.0106,0.02216,0.021275,,,
6/6/2019,0.0147,0.0008,0.0031,0.0158,-0.0034,0.0062,0.00755,,,
6/5/2019,0.016,0.0122,-0.0093,0.0217,0.0003,0.00818,0.007175,,,
6/4/2019,0.0365,-0.0541,0.015,0.0277,0.005,0.00602,0.02105,,,
6/3/2019,-0.0101,-0.0692,-0.0613,-0.031,-0.014,-0.03712,-0.0291,,,
5/31/2019,-0.0182,0.0346,-0.0132,-0.0163,-0.0098,-0.00458,-0.014375,,,
5/30/2019,0.0054,-0.0435,0.0012,0.0063,-0.0023,-0.00658,0.00265,,,
5/29/2019,-0.0049,-0.0079,-0.0172,-0.0097,-0.0005,-0.00804,-0.008075,,,
5/28/2019,-0.004,-0.005,0.0009,-0.0006,-0.0032,-0.00238,-0.001725,,,
5/24/2019,-0.0038,0.015,-0.0059,0.0005,-0.0129,-0.00142,-0.005525,,,
5/23/2019,-0.0173,0.0283,-0.009,-0.0117,-0.0011,-0.00216,-0.009775,,,
5/22/2019,-0.0204,-0.0372,0.0012,0.0061,-0.0025,-0.01056,-0.0039,,,
5/21/2019,0.0192,-0.0044,0.0086,0.0054,-0.0009,0.00558,0.008075,,,
5/20/2019,-0.0313,-0.0235,-0.0207,-0.0144,0.0109,-0.0158,-0.013875,,,
5/17/2019,-0.0057,-0.0651,-0.0133,-0.0067,0.0008,-0.018,-0.006225,,,
5/16/2019,-0.0044,-0.0359,0.0118,0.0231,0.0001,-0.00106,0.00765,,,
5/15/2019,0.0121,0.0213,0.0409,0.0103,0.0107,0.01906,0.0185,,,
5/14/2019,0.0157,0.0242,-0.0104,0.0112,0.0071,0.00956,0.0059,,,
5/13/2019,-0.0582,0.1176,-0.0266,-0.0297,0.0063,0.00188,-0.02705,,,
5/10/2019,-0.0175,0.0314,-0.0003,0.013,0.0058,0.00648,0.00025,,,
5/9/2019,-0.0108,0.0336,-0.0024,-0.0001,-0.0044,0.00318,-0.004425,,,
5/8/2019,0.0002,0.0241,-0.0068,-0.0001,-0.0066,0.00216,-0.003325,,,
5/7/2019,-0.0269,0.0182,-0.0122,-0.0205,-0.0004,-0.00836,-0.015,,,
5/6/2019,-0.0155,-0.0052,0.0032,-0.0058,-0.0166,-0.00798,-0.008675,,,
5/3/2019,0.0124,0.0497,0.0197,0.0213,-0.0045,0.01972,0.012225,,,
5/2/2019,-0.0065,0.0204,-0.0058,-0.0131,-0.0012,-0.00124,-0.00665,,,
4/26/2019,-0.0047,0.0171,0.0079,0.0057,0.0057,0.00634,0.00365,,,
4/25/2019,-0.0091,-0.0381,0.0059,0.0331,-0.0029,-0.00222,0.00675,,,
4/24/2019,-0.0015,-0.0174,-0.0083,-0.0034,0.0092,-0.00428,-0.001,,,
4/23/2019,0.0145,0.0308,0.0134,0.0136,0.0022,0.0149,0.010925,,,
4/22/2019,0.0031,0.0197,0.01,0.0032,-0.0004,0.00712,0.003975,,,
4/18/2019,0.0037,0.0108,0.001,0.0131,-0.0101,0.0037,0.001925,,,
4/17/2019,0.0195,0.0053,0.0067,0.0083,-0.0052,0.00692,0.007325,,,
4/16/2019,0,0.0295,0.0044,-0.0023,-0.0058,0.00516,-0.000925,,,
4/12/2019,-0.0004,0.0063,0.0109,0.0052,-0.0031,0.00378,0.00315,,,
4/11/2019,-0.0084,-0.0537,0.0027,0.0012,0.0041,-0.01082,-1.00E-04,,,
4/10/2019,0.0056,0.0289,0.0032,0.0076,-0.0066,0.00774,0.00245,,,
4/9/2019,-0.0028,-0.0165,-0.0046,-0.0054,-0.0091,-0.00768,-0.005475,,,
4/8/2019,0.0156,0.0138,-0.0026,0.0003,0.0084,0.0071,0.005425,,,
4/5/2019,0.0067,0.022,-0.0066,0.0044,0.0024,0.00578,0.001725,,,
4/4/2019,0.0016,-0.0133,0.0071,-0.0051,0.0025,-0.00144,0.001525,,,
4/3/2019,0.0068,0.0225,0.0043,0.0065,-0.0014,0.00774,0.00405,,,
4/2/2019,0.0146,0.1723,0.0055,0.0014,-0.0028,0.0382,0.004675,,,
4/1/2019,0.0067,0.0104,0.0189,0.0092,0.0079,0.01062,0.010675,,,
3/29/2019,0.0066,0.019,0.0039,0.0086,-0.0023,0.00716,0.0042,,,
3/28/2019,0.0013,-0.004,-0.0049,0.0014,0.0072,0.0002,0.00125,,,
3/27/2019,0.009,0.0251,-0.0099,-0.0097,0.0063,0.00416,-0.001075,,,
3/26/2019,-0.0104,0.0015,-0.0063,0.0021,-0.0003,-0.00268,-0.003725,,,
3/25/2019,-0.0119,-0.0144,-0.0084,0.0052,-0.0189,-0.00968,-0.0085,,,
3/22/2019,-0.0207,0.0021,-0.0231,-0.0264,0.0071,-0.0122,-0.015775,,,
3/21/2019,0.0368,-0.0146,0.008,0.023,-0.0205,0.00654,0.011825,,,
3/20/2019,0.0088,0.006,0.02,-0.0011,-0.0043,0.00588,0.00585,,,
3/19/2019,-0.0081,0.0067,0.0116,0.0007,-0.0052,0.00114,-0.00025,,,
3/18/2019,0.0103,0.0022,-0.0015,0.0143,0.0077,0.0066,0.0077,,,
3/15/2019,0.0131,0.0117,-0.0018,0.0115,-0.0043,0.00604,0.004625,,,
3/14/2019,0.011,0.0036,-0.0053,0.0008,0.003,0.00262,0.002375,,,
3/13/2019,0.0044,-0.0054,0.0015,0.0077,0.0041,0.00246,0.004425,,,
3/12/2019,0.0112,0.0041,0.0153,0.007,0.017,0.01092,0.012625,,,
3/11/2019,0.0347,-0.0115,0.0254,0.021,-0.0007,0.01378,0.0201,,,
3/8/2019,0.0026,-0.0024,-0.0007,0.0011,-0.0088,-0.00164,-0.00145,,,
3/7/2019,-0.0117,0.0032,-0.0122,-0.0122,-0.0005,-0.00668,-0.00915,,,
3/6/2019,-0.0057,0.0015,-0.0036,0.0004,0.0021,-0.00106,-0.0017,,,
3/5/2019,-0.0018,0.038,0.0137,-0.005,-0.0015,0.00868,0.00135,,,
3/4/2019,0.005,-0.0245,0.0042,-0.0024,0.0147,-0.0006,0.005375,,,
3/1/2019,0.0104,0.0014,0.0195,0.0045,0.0147,0.0101,0.012275,,,
2/28/2019,-0.0098,0.0005,0.0034,-0.0012,-0.025,-0.00642,-0.00815,,,
2/27/2019,0.0032,0.0011,0.0007,-0.0017,0.0033,0.00132,0.001375,,,
2/26/2019,0.0005,-0.0061,0.0041,0.0069,-0.0074,-0.0004,0.001025,,,
2/25/2019,0.0074,0.0209,0.0007,0.0056,0.0056,0.00804,0.004825,,,
2/22/2019,0.011,0.0073,0.0112,0.0143,0.0014,0.00904,0.009475,,,
2/21/2019,-0.0056,-0.009,-0.0146,0.0211,0.0175,0.00188,0.0046,,,
2/20/2019,0.0066,0.0148,-0.0053,-0.0094,0.0065,0.00264,-0.0004,,,
2/19/2019,0.0031,0.0047,0.0063,-0.0005,0.0032,0.00336,0.003025,,,
2/15/2019,-0.0023,0.0034,-0.0085,0.0123,-0.0015,0.00068,0,,,
2/14/2019,0.0035,-0.0052,0.0005,0.0008,0.0075,0.00142,0.003075,,,
2/13/2019,-0.004,-0.0056,0.0009,-0.0007,0.0082,-0.00024,0.0011,,,
2/12/2019,0.0085,0.0001,0.023,0.0156,0.0124,0.01192,0.014875,,,
2/11/2019,-0.0056,-0.0128,-0.0002,-0.004,0.0192,-0.00068,0.00235,,,
2/1/2019,0.0005,0.009,-0.0064,-0.0158,-0.0022,-0.00298,-0.005975,,,
1/31/2019,0.0073,-0.0066,0.0253,-0.0183,-0.0057,0.0004,0.00215,,,
1/30/2019,0.0683,0.0132,0.0262,0.0334,-0.0001,0.0282,0.03195,,,
1/29/2019,-0.0105,-0.0081,-0.0091,-0.0204,0.0041,-0.0088,-0.008975,,,
1/28/2019,-0.0091,-0.0317,-0.0198,-0.0195,0.0036,-0.0153,-0.0112,,,
1/25/2019,0.0333,-0.0006,0.0162,0.0091,0.0001,0.01162,0.014675,,,
1/24/2019,-0.0081,0.0036,-0.0004,-0.0048,0.0007,-0.0018,-0.00315,,,
1/23/2019,0.0039,-0.0052,0.0054,0.0097,0.0018,0.00312,0.0052,,,
1/22/2019,-0.0222,0.0123,-0.026,-0.0188,-0.0049,-0.01192,-0.017975,,,
1/18/2019,0.0059,-0.0057,0.0075,0.015,0.0005,0.00464,0.007225,,,
1/17/2019,0.0062,0.0107,0.0088,0.007,-0.0075,0.00504,0.003625,,,
1/16/2019,0.012,0.0047,0.0028,0.0035,-0.0011,0.00438,0.0043,,,
1/15/2019,0.0205,-0.0184,0.0333,0.029,0.0087,0.01462,0.022875,,,
1/14/2019,-0.015,0.0424,-0.012,-0.0073,-0.001,0.00142,-0.008825,,,
1/11/2019,-0.0099,0.0035,-0.0133,-0.0077,0.0049,-0.0045,-0.0065,,,
1/10/2019,0.0031,-0.0941,-0.0026,-0.0064,0.0015,-0.0197,-0.0011,,,
1/9/2019,0.017,0.0017,-0.0035,0.0143,0.0108,0.00806,0.00965,,,
1/8/2019,0.0192,-0.0037,0.0087,0.0073,-0.0025,0.0058,0.008175,,,
1/7/2019,-0.0022,-0.0045,-0.0019,0.0013,0.0099,0.00052,0.001775,,,
1/4/2019,0.0425,0.006,0.0513,0.0465,0.0031,0.02988,0.03585,,,
1/3/2019,-0.0995,-0.0242,-0.0277,-0.0368,-0.0152,-0.04068,-0.0448,,,
1/2/2019,0.001,0.0169,0.0092,-0.0044,-0.0009,0.00436,0.001225,,,
12/28/2018,0.0005,0.0766,-0.0061,-0.0078,-0.0092,0.0108,-0.00565,,,
12/27/2018,-0.0064,-0.0545,0.005,0.0062,0.0102,-0.0079,0.00375,,,
12/26/2018,0.0703,0.0083,0.0642,0.0683,-0.0069,0.04084,0.048975,,,
12/24/2018,-0.0257,0.0207,-0.0067,-0.0417,-0.0041,-0.0115,-0.01955,,,
12/21/2018,-0.039,-0.0552,-0.0317,-0.0323,-0.0065,-0.03294,-0.027375,,,
12/20/2018,-0.0251,0.1055,-0.0114,-0.021,-0.0011,0.00938,-0.01465,,,
12/19/2018,-0.0313,0.0052,-0.0077,-0.0027,-0.0086,-0.00902,-0.012575,,,
12/18/2018,0.0132,0.0402,0.0174,0.0105,-0.0069,0.01488,0.00855,,,
12/17/2018,-0.0094,0.0857,-0.0249,-0.0296,-0.0193,0.0005,-0.0208,,,
12/14/2018,-0.0321,-0.0204,-0.0203,-0.0312,-0.0085,-0.0225,-0.023025,,,
12/13/2018,0.0111,-0.0435,-0.0002,0.0034,-0.0011,-0.00606,0.0033,,,
12/12/2018,0.0026,0.0172,0.0115,0.0045,0.007,0.00856,0.0064,,,
12/11/2018,-0.0057,-0.0153,0.008,0.0093,-0.0014,-0.00102,0.00255,,,
12/10/2018,0.0066,-0.03,0.0063,0.0264,-0.0028,0.0013,0.009125,,,
12/7/2018,-0.0357,-0.0246,-0.0291,-0.04,0.0039,-0.0251,-0.025225,,,
12/6/2018,-0.0111,-0.0697,0.0147,0.0062,-0.0024,-0.01246,0.00185,,,
12/4/2018,-0.0439,0.0156,-0.0484,-0.0318,0.0076,-0.02018,-0.029125,,,
12/3/2018,0.0347,-0.0631,0.0061,0.0108,0.027,0.0031,0.01965,,,
11/30/2018,-0.0053,-0.0598,0.0137,0.0064,-0.0003,-0.00906,0.003625,,,
11/29/2018,-0.0075,0.0073,0.0026,-0.0084,-0.0037,-0.00194,-0.00425,,,
11/28/2018,0.0383,0.1032,0.0376,0.0371,0.0077,0.04478,0.030175,,,
11/27/2018,-0.0023,0.0077,-0.0036,0.0063,0.0023,0.00208,0.000675,,,
11/26/2018,0.0137,-0.0554,0.025,0.033,0.0033,0.00392,0.01875,,,
11/23/2018,-0.0256,0.0096,-0.0127,-0.0004,-0.007,-0.00722,-0.011425,,,
11/21/2018,-0.0009,0.0252,0.0126,0.0138,0.0039,0.01092,0.00735,,,
11/20/2018,-0.048,-0.0736,0.0029,-0.0278,0.0032,-0.02866,-0.017425,,,
11/19/2018,-0.0395,-0.1369,-0.0382,-0.0339,0.0199,-0.04572,-0.022925,,,
11/16/2018,0.0111,-0.0145,-0.0026,0.0094,0.0012,0.00092,0.004775,,,
11/15/2018,0.0246,-0.0211,0.0156,0.022,-0.0042,0.00738,0.0145,,,
11/14/2018,-0.0283,-0.0913,0.0063,-0.0184,-0.0049,-0.02732,-0.011325,,,
11/13/2018,-0.0099,-0.0009,-0.0013,0.0007,-0.0139,-0.00506,-0.0061,,,
11/12/2018,-0.0505,-0.0017,-0.0256,-0.0246,0.0042,-0.01964,-0.024125,,,
11/9/2018,-0.0192,-0.0096,-0.0161,-0.0195,-0.0129,-0.01546,-0.016925,,,
11/8/2018,-0.007,-0.0139,-0.0123,-0.0019,0.0045,-0.00612,-0.004175,,,
11/7/2018,0.0304,0.0096,0.0361,0.0394,0.0001,0.02312,0.0265,,,
11/6/2018,0.0107,0.0067,0.0131,0.002,-0.0038,0.00574,0.0055,,,
11/5/2018,-0.0283,-0.0029,-0.0146,0.0127,0.0007,-0.00648,-0.007375,,,
11/2/2018,-0.0662,0.0038,-0.0134,0.0023,0.0186,-0.01098,-0.014675,,,
11/1/2018,0.0152,0.0054,-0.0042,-0.0083,-0.0074,0.00014,-0.001175,,,
10/31/2018,0.0261,0.0064,0.0391,0.0297,0.0293,0.02612,0.03105,,,
10/30/2018,0.0051,-0.0015,0.0143,-0.0012,-0.0001,0.00332,0.004525,,,
10/29/2018,-0.0189,-0.0233,-0.0452,-0.0291,-0.0133,-0.02596,-0.026625,,,
10/26/2018,-0.0158,0.0005,-0.0179,-0.0124,-0.0103,-0.01118,-0.0141,,,
10/25/2018,0.0219,-0.0036,0.0439,0.0584,-0.0136,0.0214,0.02765,,,
10/24/2018,-0.0343,0.0003,-0.0518,-0.0535,-0.018,-0.03146,-0.0394,,,
10/23/2018,0.0094,-0.0041,0.0032,-0.014,-0.0145,-0.004,-0.003975,,,
10/22/2018,0.006,-0.0041,0.0056,0.0089,-0.0051,0.00226,0.00385,,,
10/19/2018,0.0152,-0.0094,0.0066,0.0015,-0.0053,0.00172,0.0045,,,
10/18/2018,-0.0233,-0.0168,-0.0263,-0.02,-0.0084,-0.01896,-0.0195,,,
10/17/2018,-0.0043,-0.0028,-0.0048,-0.0026,0.0085,-0.0012,-0.0008,,,
10/16/2018,0.0221,0.0008,0.0278,0.0316,0.0123,0.01892,0.02345,,,
10/15/2018,-0.0214,0.059,-0.0162,-0.018,-0.019,-0.00312,-0.01865,,,
10/12/2018,0.0358,0.0084,0.0273,0.0346,0.0256,0.02634,0.030825,,,
10/11/2018,-0.0089,-0.0572,-0.0013,-0.0024,-0.0484,-0.02364,-0.01525,,,
10/10/2018,-0.0464,-0.0049,-0.0463,-0.0543,-0.0022,-0.03082,-0.0373,,,
10/9/2018,0.0139,-0.0028,-0.0093,0.0127,0.0001,0.00292,0.00435,,,
10/8/2018,-0.0023,0.0089,-0.0101,-0.0114,-0.0122,-0.00542,-0.009,,,
10/5/2018,-0.0163,0.0083,-0.0078,-0.0059,-0.0149,-0.00732,-0.011225,,,
10/4/2018,-0.0176,0.0117,-0.0286,-0.0207,0.0032,-0.0104,-0.015925,,,
10/3/2018,0.0122,-0.0064,0.0033,0.0002,0.0016,0.00218,0.004325,,,
10/2/2018,0.009,-0.0088,-0.0008,-0.004,0.0058,0.00024,0.0025,,,
10/1/2018,0.0066,-0.0041,0.0013,0.0108,-0.0042,0.00208,0.003625,,,
9/28/2018,0.0036,-0.0079,-0.0003,-0.0003,0.0017,-0.00064,0.001175,,,
9/27/2018,0.0207,0.0342,0.0112,0.0038,0.0057,0.01512,0.01035,,,
9/26/2018,-0.0081,0.0036,0.0002,-0.0041,-0.0011,-0.0019,-0.003275,,,
9/25/2018,0.0063,-0.0211,0.012,-0.0019,-0.0005,-0.00104,0.003975,,,
9/24/2018,0.0145,-0.0179,0.0063,0.0036,0.0083,0.00296,0.008175,,,
9/21/2018,-0.0109,0.0428,-0.0163,0.0061,-0.0018,0.00398,-0.005725,,,
9/20/2018,0.0077,0.0155,0.0148,0.0167,0.0092,0.01278,0.0121,,,
9/19/2018,0.0005,0.0076,0.006,-0.0133,0.0021,0.00058,-0.001175,,,
9/18/2018,0.0017,0.0144,0.0064,0.0095,0.006,0.0076,0.0059,,,
9/17/2018,-0.0266,-0.0382,-0.0154,-0.0108,-0.0038,-0.01896,-0.01415,,,
9/14/2018,-0.0113,0.0001,-0.0036,0.0041,0.0034,-0.00146,-0.00185,,,
9/13/2018,0.0241,0.0229,0.009,0.0107,0.001,0.01354,0.0112,,,
9/12/2018,-0.0123,0.007,-0.0155,0.0042,0.002,-0.00292,-0.0054,,,
9/11/2018,0.0253,-0.0043,0.0128,0.017,0.0152,0.0132,0.017575,,,
9/10/2018,-0.0136,0.0132,-0.0022,0.0108,0.0015,0.00194,-0.000875,,,
9/7/2018,-0.0079,-0.0189,-0.0054,-0.0049,0.0112,-0.00518,-0.00175,,,
9/6/2018,-0.0167,-0.0287,-0.0125,0.0023,-0.0106,-0.01324,-0.009375,,,
9/5/2018,-0.0065,-0.0909,-0.0102,-0.0288,-0.0077,-0.02882,-0.0133,,,
9/4/2018,0.0032,0.0156,-0.0166,-0.0055,-0.0137,-0.0034,-0.00815,,,
8/31/2018,0.0116,0.0057,-0.018,0.0034,-0.0085,-0.00116,-0.002875,,,
8/30/2018,0.0093,-0.005,-0.0081,-0.0006,0.01,0.00112,0.00265,,,
8/29/2018,0.0149,-0.0064,0.0151,0.016,-0.0071,0.0065,0.009725,,,
8/28/2018,0.0081,0.0257,-0.0083,0.006,0.0033,0.00696,0.002275,,,
8/27/2018,0.0081,0.0275,0.0157,0.0111,0.0049,0.01346,0.00995,,,
8/24/2018,0.0032,0.0244,0.0128,0.0078,-0.0003,0.00958,0.005875,,,
8/23/2018,0.002,0.0254,-0.0005,0.0047,0.0053,0.00738,0.002875,,,
8/22/2018,0,-0.0189,0.0036,0.0102,0.003,-0.00042,0.0042,,,
8/21/2018,-0.002,0.0341,-0.0038,-0.0083,0.0099,0.00598,-0.00105,,,
8/20/2018,-0.0097,-0.0329,0.0051,-0.0066,0.0008,-0.00866,-0.0026,,,
8/17/2018,0.0201,0.0436,-0.0067,-0.0006,0.0048,0.01224,0.0044,,,
8/16/2018,0.0146,0.008,-0.0067,-0.0002,0.003,0.00374,0.002675,,,
8/15/2018,0.0023,0.0108,-0.0207,-0.0173,-0.0173,-0.00844,-0.01325,,,
8/14/2018,0.0042,-0.0104,0.0077,0.0125,0.0002,0.00284,0.00615,,,
8/13/2018,0.0066,-0.0091,-0.0032,-0.0072,0.0099,-0.0006,0.001525,,,
8/10/2018,-0.0065,-0.0591,-0.0093,-0.0061,0.0052,-0.01516,-0.004175,,,
8/9/2018,0.0079,0.0406,0.0024,0.0016,-0.0029,0.00992,0.00225,,,
8/8/2018,0.0006,-0.0656,0.0045,0.0056,0.0099,-0.009,0.00515,,,
8/7/2018,-0.0094,-0.0315,0.0147,0.0069,-0.0036,-0.00458,0.00215,,,
8/6/2018,0.0052,-0.0119,-0.0005,0.0008,0.0007,-0.00114,0.00155,,,
8/3/2018,0.0029,-0.0155,-0.0024,0.0044,0.0063,-0.00086,0.0028,,,
8/2/2018,0.0292,-0.0093,0.0067,0.0121,0.0008,0.0079,0.0122,,,
8/1/2018,0.0591,-0.0159,0.0047,0.0019,-0.0038,0.0092,0.015475,,,
7/31/2018,0.0019,-0.0548,-0.0023,0.0067,0.007,-0.0083,0.003325,,,
7/30/2018,-0.0054,-0.0047,-0.0182,-0.0215,0.0152,-0.00692,-0.007475,,,
7/27/2018,-0.0167,0.0315,-0.0255,-0.0177,0.0058,-0.00452,-0.013525,,,
7/26/2018,-0.0031,-0.029,0.0075,-0.0109,0.0028,-0.00654,-0.000925,,,
7/25/2018,0.0093,-0.0278,0.0141,0.0294,-0.007,0.0036,0.01145,,,
7/24/2018,0.0073,0.0886,0.039,-0.0029,-0.0028,0.02584,0.01015,,,
7/23/2018,0.0008,0.0419,0.011,0.016,0.0036,0.01466,0.00785,,,
7/20/2018,-0.0023,-0.0185,-0.001,0.0179,-0.0112,-0.00302,0.00085,,,
7/19/2018,0.0078,0.0127,-0.0115,-0.0068,0.0017,0.00078,-0.0022,,,
7/18/2018,-0.0054,0.0084,0,-0.0078,0.0229,0.00362,0.002425,,,
7/17/2018,0.0027,0.088,0.0137,0.0099,0.0112,0.0251,0.009375,,,
7/16/2018,-0.0021,0.0577,-0.0065,-0.0049,0.0015,0.00914,-0.003,,,
7/13/2018,0.0015,-0.0033,0.0027,0.0119,0.0125,0.00506,0.00715,,,
7/12/2018,0.0168,-0.0217,0.0254,0.0217,0.006,0.00964,0.017475,,,
7/11/2018,-0.013,0.013,0.0036,-0.0014,-0.0197,-0.0035,-0.007625,,,
7/10/2018,-0.0013,-0.054,0,0.0027,-0.0044,-0.0114,-0.00075,,,
7/9/2018,0.014,-0.0071,0.0106,0.0068,-0.0026,0.00434,0.0072,,,
7/6/2018,0.0138,0.0109,0.0121,0.014,0.0201,0.01418,0.015,,,
7/5/2018,0.008,-0.0079,0.0224,0.0072,-0.017,0.00254,0.00515,,,
7/3/2018,-0.0175,-0.016,-0.0228,-0.0096,-0.0434,-0.02186,-0.023325,,,
7/2/2018,0.0112,0.0397,0.0115,0.0142,-0.0142,0.01248,0.005675,,,
6/29/2018,-0.0022,0.0561,0.0021,-0.0002,0.0036,0.01188,0.000825,,,
6/28/2018,0.0074,-0.0441,0.0088,0.0112,-0.0119,-0.00572,0.003875,,,
6/27/2018,-0.0015,0.012,-0.0138,-0.0155,-0.0144,-0.00664,-0.0113,,,
6/26/2018,0.0125,-0.0279,-0.0058,0.007,-0.0076,-0.00436,0.001525,,,
6/25/2018,-0.0149,0.0166,-0.0257,-0.0201,0.0075,-0.00732,-0.0133,,,
6/22/2018,-0.003,-0.0999,-0.0002,-0.0072,0.0142,-0.01922,0.00095,,,
6/21/2018,-0.0054,-0.0055,-0.0123,-0.0072,-0.0118,-0.00844,-0.009175,,,
6/20/2018,0.0043,0.0019,0.0046,0.01,0.0195,0.00806,0.0096,,,
6/19/2018,-0.0163,0.0049,-0.0042,0,-0.0255,-0.00822,-0.0115,,,
6/18/2018,-0.0004,0.0402,0.021,0.0073,-0.0287,0.00788,-0.0002,,,
6/15/2018,-0.0103,-0.0356,-0.0009,-0.0127,0.0008,-0.01174,-0.005775,,,
6/14/2018,0.0006,0.053,0.014,0.0057,-0.0144,0.01178,0.001475,,,
6/13/2018,-0.0083,-0.0375,-0.0035,-0.0045,0.0096,-0.00884,-0.001675,,,
6/12/2018,0.0054,-0.0476,0.0063,0.0026,-0.0176,-0.01018,-0.000825,,,
6/11/2018,-0.0023,0.0164,0.0072,-0.0057,0,0.00312,-0.0002,,,
6/8/2018,-0.0093,-0.0098,-0.0014,0.0074,0.0022,-0.00218,-0.000275,,,
6/7/2018,-0.0025,0.0048,-0.011,-0.0157,0.0021,-0.00446,-0.006775,,,
6/6/2018,0.0033,0.0039,-0.0035,0.0029,0.0115,0.00362,0.00355,,,
6/5/2018,0.0077,0.0169,-0.0017,0.0051,0.0088,0.00736,0.004975,,,
6/4/2018,0.0084,-0.0291,0.0159,0.0087,0.0211,0.005,0.013525,,,
