Date,AAPL,Bitcoin,GOOGL,MSFT,VNINDEX,Average Total,Average (Bitcoin Excluded),,,
10/28/2020,-0.0463,-0.0277,-0.0551,-0.0496,-0.0269,-0.04112,-0.044475,,,
10/27/2020,0.0135,0.0456,0.0092,0.0151,-0.0046,0.01576,0.0083,,,
10/26/2020,0.0001,0.0023,-0.0298,-0.0284,-0.0109,-0.01334,-0.01725,,,
10/23/2020,-0.0061,-0.0031,0.0164,0.0062,0.012,0.00508,0.007125,,,
10/22/2020,-0.0096,0.013,0.013,0.0004,0.0116,0.00568,0.00385,,,
10/21/2020,-0.0054,0.0751,0.0225,0.0007,-0.0057,0.01744,0.003025,,,
10/20/2020,0.0132,0.0136,0.0138,0.002,0.0008,0.00868,0.00745,,,
10/19/2020,-0.0255,0.0214,-0.0241,-0.0248,0.0004,-0.01052,-0.0185,,,
10/16/2020,-0.014,-0.0157,0.0079,0,0.0006,-0.00424,-0.001375,,,
10/15/2020,-0.004,0.0072,-0.0051,-0.0054,0.0027,-0.00092,-0.00295,,,
10/14/2020,0.0007,-0.0003,-0.0023,-0.009,0.0111,0.00004,0.000125,,,
10/13/2020,-0.0265,-0.0095,0.0016,0.0066,0.0044,-0.00468,-0.003475,,,
10/12/2020,0.0635,0.0143,0.0358,0.0259,0.002,0.0283,0.0318,,,
10/9/2020,0.0174,0.0119,0.0182,0.0248,0.0056,0.01558,0.0165,,,
10/8/2020,-0.001,0.0237,0.0166,0.0036,-0.001,0.00838,0.00455,,,
10/7/2020,0.017,0.0064,0.0056,0.019,0.0044,0.01048,0.0115,,,
10/6/2020,-0.0287,-0.0173,-0.0215,-0.0212,0.0011,-0.01752,-0.017575,,,
10/5/2020,0.0308,0.0109,0.0187,0.0203,0.0052,0.01718,0.01875,,,
10/2/2020,-0.0323,-0.0045,-0.0217,-0.0295,-0.0046,-0.01852,-0.022025,,,
10/1/2020,0.0085,-0.0144,0.0152,0.0101,0.0098,0.00584,0.0109,,,
9/30/2020,0.0151,-0.006,-0.0003,0.0148,0.0014,0.005,0.00775,,,
9/29/2020,-0.0076,0.0138,0.005,-0.0104,-0.0093,-0.0017,-0.005575,,,
9/28/2020,0.0239,-0.0077,0.0136,0.0078,0.0047,0.00846,0.0125,,,
9/25/2020,0.0375,-0.0047,0.0114,0.0228,-0.0003,0.01334,0.01785,,,
9/24/2020,0.0103,0.049,0.0096,0.013,-0.0043,0.01552,0.00715,,,
9/23/2020,-0.0419,-0.0279,-0.0345,-0.0329,0.007,-0.02604,-0.025575,,,
9/22/2020,0.0157,0.011,0.0208,0.0241,-0.0019,0.01394,0.014675,,,
9/21/2020,0.0303,-0.0462,-0.0144,0.0107,0.0078,-0.00236,0.0086,,,
9/18/2020,-0.0317,-0.0008,-0.0242,-0.0124,0.0077,-0.01228,-0.01515,,,
9/17/2020,-0.016,-0.0007,-0.0166,-0.0104,-0.0038,-0.0095,-0.0117,,,
9/16/2020,-0.0295,0.0152,-0.015,-0.0179,0.0014,-0.00916,-0.01525,,,
9/15/2020,0.0016,0.0103,0.0174,0.0164,0.0019,0.00952,0.009325,,,
9/14/2020,0.03,0.0338,-0.0046,0.0068,0.0063,0.01446,0.009625,,,
9/11/2020,-0.0131,0.0049,-0.0067,-0.0065,0.0002,-0.00424,-0.006525,,,
9/10/2020,-0.0326,0.0113,-0.0137,-0.028,-0.0006,-0.01272,-0.018725,,,
9/9/2020,0.0399,0.0097,0.0155,0.0426,-0.0009,0.02136,0.024275,,,
9/8/2020,-0.0673,-0.0241,-0.0364,-0.0541,0.0021,-0.03596,-0.038925,,,
9/4/2020,0.0007,0.0299,-0.0296,-0.014,-0.0027,-0.00314,-0.0114,,,
9/3/2020,-0.0801,-0.109,-0.0512,-0.0619,0.0137,-0.0577,-0.044875,,,
9/1/2020,0.0398,0.0232,0.0157,0.0077,0.0114,0.01956,0.01865,,,
8/31/2020,0.0339,-0.0049,-0.006,-0.0148,0.003,0.00224,0.004025,,,
8/28/2020,-0.0016,0.0177,0.0067,0.0103,0.0049,0.0076,0.005075,,,
8/27/2020,-0.012,-0.0118,-0.0095,0.0246,0.0014,-0.00146,0.001125,,,
8/26/2020,0.0136,0.0121,0.0238,0.0216,-0.0007,0.01408,0.014575,,,
8/25/2020,-0.0082,-0.0365,0.0131,0.013,0.0063,-0.00246,0.00605,,,
8/24/2020,0.012,0.0096,0.0061,0.0031,0.0163,0.00942,0.009375,,,
8/21/2020,0.0515,-0.0276,-0.0004,-0.0073,0.0077,0.00478,0.012875,,,
8/20/2020,0.0222,0.0091,0.0205,0.0233,-0.0035,0.01432,0.015625,,,
8/19/2020,0.0013,-0.0165,-0.0072,-0.0085,0.0056,-0.00506,-0.0022,,,
8/18/2020,0.0083,-0.0273,0.0261,0.0058,-0.0044,0.0017,0.00895,,,
8/17/2020,-0.0026,0.0322,0.0077,0.0066,-0.0007,0.00864,0.00275,,,
8/14/2020,-0.0009,-0.0017,-0.0079,0.001,-0.005,-0.0029,-0.0032,,,
8/13/2020,0.0177,0.0185,0.0062,-0.0023,0.0096,0.00994,0.0078,,,
8/12/2020,0.0332,0.0146,0.018,0.0286,0.0046,0.0198,0.0211,,,
8/11/2020,-0.0297,-0.0419,-0.0109,-0.0234,-0.0001,-0.0212,-0.016025,,,
8/10/2020,0.0146,0.0178,-0.001,-0.0199,0.0021,0.00272,-0.00105,,,
8/7/2020,-0.0245,-0.014,-0.0044,-0.0179,0.0017,-0.01182,-0.011275,,,
8/6/2020,0.0349,0.0019,0.0175,0.016,0.0027,0.0146,0.017775,,,
8/5/2020,0.0036,0.0492,0.0039,-0.0016,0.0124,0.0135,0.004575,,,
8/4/2020,0.0067,-0.0035,-0.0064,-0.015,0.0159,-0.00046,0.0003,,,
8/3/2020,0.0252,0.0142,-0.0035,0.0562,0.0204,0.0225,0.024575,,,
7/31/2020,0.1047,0.0214,-0.0328,0.0054,-0.0034,0.01906,0.018475,,,
7/30/2020,0.0121,-0.0009,0.0097,-0.0008,0.013,0.00662,0.0085,,,
7/29/2020,0.0192,0.0181,0.0133,0.0101,-0.0277,0.0066,0.003725,,,
7/28/2020,-0.0165,-0.0104,-0.0169,-0.009,0.0359,-0.00338,-0.001625,,,
7/27/2020,0.0238,0.1098,0.0141,0.0127,-0.0531,0.02146,-0.000625,,,
7/24/2020,-0.0025,-0.0055,-0.0057,-0.0061,-0.0322,-0.0104,-0.011625,,,
7/23/2020,-0.0455,0.009,-0.0307,-0.0435,0.002,-0.02174,-0.029425,,,
7/22/2020,0.0028,0.0135,0.0057,0.0144,-0.0077,0.00574,0.0038,,,
7/21/2020,-0.0138,0.0246,-0.005,-0.0135,0.0003,-0.00148,-0.008,,,
7/20/2020,0.0211,-0.005,0.031,0.043,-0.0122,0.01558,0.020725,,,
7/17/2020,-0.002,0.0022,0.0012,-0.0051,-0.0055,-0.00184,-0.00285,,,
7/16/2020,-0.0123,-0.0069,-0.0012,-0.0198,0.008,-0.00644,-0.006325,,,
7/15/2020,0.0068,-0.0059,-0.0026,-0.0015,0.0021,-0.00022,0.0012,,,
7/14/2020,0.0165,0.0011,0.0057,0.0062,-0.0007,0.00576,0.006925,,,
7/13/2020,-0.0046,-0.0062,-0.0174,-0.0309,-0.0029,-0.0124,-0.01395,,,
7/10/2020,0.0025,0.0053,0.0134,-0.003,-0.006,0.00244,0.001725,,,
7/9/2020,0.0036,-0.0206,0.01,0.007,0.0138,0.00276,0.0086,,,
7/8/2020,0.0233,0.0188,0.0091,0.022,0.0013,0.0149,0.013925,,,
7/7/2020,-0.0031,-0.0089,-0.0064,-0.0116,0.0026,-0.00548,-0.004625,,,
7/6/2020,0.0267,0.0284,0.0201,0.0215,0.016,0.02254,0.021075,,,
7/2/2020,0,-0.0157,0.0194,0.0076,-0.0013,0.002,0.006425,,,
7/1/2020,-0.0019,0.0103,0.0169,0.0058,0.0223,0.01068,0.010775,,,
6/30/2020,0.0084,-0.0054,0.0149,0.0255,-0.0051,0.00766,0.010925,,,
6/29/2020,0.023,0.0067,0.0254,0.0107,-0.0265,0.00786,0.00815,,,
6/26/2020,-0.0307,-0.0095,-0.0545,-0.02,-0.0031,-0.02356,-0.027075,,,
6/25/2020,0.0132,-0.0059,0.0059,0.0126,-0.006,0.00396,0.006425,,,
6/24/2020,-0.0176,-0.0335,-0.0213,-0.0202,-0.0098,-0.02048,-0.017225,,,
6/23/2020,0.0213,-0.0061,0.0092,0.0067,-0.0035,0.00552,0.008425,,,
6/22/2020,0.0262,0.0417,0.0183,0.0278,0.0031,0.02342,0.01885,,,
6/19/2020,-0.0057,-0.0079,-0.0067,-0.006,0.0155,-0.00216,-0.000725,,,
6/18/2020,0.0003,-0.0081,-0.0127,0.0107,0.001,-0.00176,-0.000175,,,
6/17/2020,-0.0014,-0.0062,0.0043,0.0035,-0.002,-0.00036,0.0011,,,
6/16/2020,0.0265,0.0104,0.018,0.0245,0.0284,0.02156,0.02435,,,
6/15/2020,0.0124,0.0086,0.0055,0.0064,-0.036,-0.00062,-0.002925,,,
6/12/2020,0.0087,0.0197,0.008,0.0079,-0.0044,0.00798,0.00505,,,
6/11/2020,-0.0481,-0.0603,-0.0429,-0.0537,-0.0363,-0.04826,-0.04525,,,
6/10/2020,0.0257,0.0113,0.0087,0.0371,0.0006,0.01668,0.018025,,,
6/9/2020,0.0317,-0.0009,0.0028,0.0076,-0.0005,0.00814,0.0104,,,
6/8/2020,0.0058,0.0036,0.0056,0.0062,0.0155,0.00734,0.008275,,,
6/5/2020,0.0285,-0.0167,0.0181,0.0234,0.0026,0.01118,0.01815,,,
6/4/2020,-0.0086,0.0132,-0.0172,-0.0132,0.0031,-0.00454,-0.008975,,,
6/3/2020,0.0056,0.0147,-0.0022,0.0024,0.0073,0.00556,0.003275,,,
6/2/2020,0.0046,-0.0649,0.0053,0.0114,-0.0044,-0.0096,0.004225,,,
6/1/2020,0.0123,0.0777,0.0008,-0.0023,0.0164,0.02098,0.0068,,,
5/29/2020,-0.001,-0.0154,0.0109,0.0102,0.0036,0.00166,0.005925,,,
5/28/2020,0.0004,0.0406,-0.0014,-0.0023,0.0046,0.00838,0.000325,,,
5/27/2020,0.0044,0.0403,-0.0008,0.0013,-0.0134,0.00636,-0.002125,,,
5/26/2020,-0.0068,-0.0063,0.0058,-0.0106,0.0117,-0.00124,2.50E-05,,,
5/22/2020,0.0064,0.0122,0.0045,0.0004,-0.0116,0.00238,-0.000075,,,
5/21/2020,-0.0075,-0.0476,-0.0017,-0.012,0.0115,-0.01146,-0.002425,,,
5/20/2020,0.0195,-0.0267,0.0253,0.0111,0.0083,0.0075,0.01605,,,
5/19/2020,-0.0058,0.0044,-0.0078,-0.0069,0.0106,-0.0011,-0.002475,,,
5/18/2020,0.0235,0.0055,0.0089,0.0096,0.0121,0.01192,0.013525,,,
5/15/2020,-0.0059,-0.0471,0.0119,0.0146,-0.0065,-0.0066,0.003525,,,
5/14/2020,0.0062,0.0516,0.0062,0.0043,-0.0022,0.01322,0.003625,,,
5/13/2020,-0.0121,0.055,-0.0195,-0.0151,-0.0013,0.0014,-0.012,,,
5/12/2020,-0.0114,0.0273,-0.0202,-0.0227,0.0084,-0.00372,-0.011475,,,
5/11/2020,0.0157,-0.0182,0.0139,0.0112,0.0179,0.0081,0.014675,,,
5/8/2020,0.0209,-0.0174,0.0111,0.0059,0.0216,0.00842,0.014875,,,
5/7/2020,0.0104,0.0905,0.0177,0.0058,0.0178,0.02844,0.012925,,,
5/6/2020,0.0104,0.0167,-0.0027,0.0098,0.0241,0.01166,0.0104,,,
5/5/2020,0.015,0.0142,0.0198,0.0107,0.0022,0.01238,0.011925,,,
5/4/2020,0.0141,-0.0012,0.0041,0.0245,-0.0086,0.00658,0.008525,,,
4/29/2020,0.0329,0.1322,0.0889,0.0449,0.0025,0.06028,0.0423,,,
4/28/2020,-0.0162,-0.0025,-0.0301,-0.0244,-0.0046,-0.01556,-0.018825,,,
4/27/2020,0.0007,0.0113,-0.0045,-0.0029,-0.0076,-0.0006,-0.003575,,,
4/24/2020,0.0288,0.002,0.0042,0.0183,0.0036,0.01138,0.013725,,,
4/23/2020,-0.0039,0.0528,0.0102,-0.0121,0.0065,0.0107,0.000175,,,
4/22/2020,0.0289,0.0395,0.0381,0.034,0.0027,0.02864,0.025925,,,
4/21/2020,-0.0309,0.0013,-0.0389,-0.0414,-0.0354,-0.02906,-0.03665,,,
4/20/2020,-0.0208,-0.0406,-0.0139,-0.0198,0.0068,-0.01766,-0.011925,,,
4/17/2020,-0.0135,-0.007,0.0172,0.0088,0.0114,0.00338,0.005975,,,
4/16/2020,0.0079,0.0689,0,0.03,0.0045,0.02226,0.0106,,,
4/15/2020,-0.0091,-0.0324,-0.0062,-0.0105,0.0128,-0.00908,-0.00325,,,
4/14/2020,0.0505,0.0014,0.0453,0.0495,0.0021,0.02976,0.03685,,,
4/13/2020,0.0196,-0.011,0.0031,0.0022,0.0104,0.00486,0.008825,,,
4/9/2020,0.0072,-0.0098,-0.0003,0.0001,0.0165,0.00274,0.005875,,,
4/8/2020,0.0256,0.0245,0.0206,0.01,0.0018,0.0165,0.0145,,,
4/7/2020,-0.0116,-0.0201,-0.0005,-0.0108,0.0135,-0.0059,-0.00235,,,
4/6/2020,0.0873,0.0826,0.0829,0.0744,0.0498,0.0754,0.0736,,,
4/3/2020,-0.0144,-0.0095,-0.0218,-0.0092,0.0317,-0.00464,-0.003425,,,
4/1/2020,-0.0525,0.0352,-0.0516,-0.0355,0.0267,-0.01554,-0.028225,,,
3/31/2020,-0.002,0.0034,0.0136,-0.0157,0.0004,-0.00006,-0.000925,,,
3/30/2020,0.0284,0.085,0.0326,0.0703,-0.0486,0.03354,0.020675,,,
3/27/2020,-0.0413,-0.0523,-0.0454,-0.0411,0.0027,-0.03548,-0.031275,,,
3/26/2020,0.0526,0.0069,0.0557,0.0626,0.0057,0.0367,0.04415,,,
3/25/2020,-0.0055,-0.0097,-0.0251,-0.0096,0.0471,-0.00056,0.001725,,,
3/24/2020,0.1004,0.0426,0.0719,0.0909,-0.0111,0.05894,0.063025,,,
3/23/2020,-0.0213,0.1111,-0.0131,-0.01,-0.0608,0.00118,-0.0263,,,
3/20/2020,-0.0636,0.0054,-0.039,-0.0376,-0.0223,-0.03142,-0.040625,,,
3/19/2020,-0.0076,0.1512,0.0187,0.0165,-0.0291,0.02994,-0.000375,,,
3/18/2020,-0.0245,0.0191,-0.024,-0.0421,0.0025,-0.0138,-0.022025,,,
3/17/2020,0.0441,0.0459,0.0419,0.0823,-0.0028,0.04228,0.041375,,,
3/16/2020,-0.1287,-0.0627,-0.1163,-0.1474,-0.0183,-0.09468,-0.102675,,,
3/13/2020,0.1197,0.1571,0.0923,0.1422,-0.0097,0.10032,0.086125,,,
3/12/2020,-0.0988,-0.3918,-0.0821,-0.0948,-0.0519,-0.14388,-0.0819,,,
3/11/2020,-0.0346,0.0056,-0.0503,-0.0453,-0.0312,-0.03116,-0.04035,,,
3/10/2020,0.072,-0.0053,0.0489,0.0684,0.0024,0.03728,0.047925,,,
3/9/2020,-0.0792,-0.0126,-0.0617,-0.0678,-0.0628,-0.05682,-0.067875,,,
3/6/2020,-0.0132,0.0082,-0.0145,-0.0283,-0.0021,-0.00998,-0.014525,,,
3/5/2020,-0.0325,0.0345,-0.0483,-0.0251,0.0044,-0.0134,-0.025375,,,
3/4/2020,0.0465,-0.0004,0.0327,0.0367,-0.0014,0.02282,0.028625,,,
3/3/2020,-0.0317,-0.0161,-0.0351,-0.0479,0.007,-0.02476,-0.026925,,,
3/2/2020,0.0931,0.0427,0.0352,0.0665,0.0025,0.048,0.049325,,,
2/28/2020,-0.0006,-0.0137,0.0184,0.0242,-0.0181,0.00204,0.005975,,,
2/27/2020,-0.0653,0.0021,-0.0542,-0.0705,0.0028,-0.03702,-0.0468,,,
2/26/2020,0.0158,-0.0555,0.0029,0.0125,-0.0151,-0.00788,0.004025,,,
2/25/2020,-0.0339,-0.0357,-0.0235,-0.0165,0.007,-0.02052,-0.016725,,,
2/24/2020,-0.0474,-0.0282,-0.0429,-0.0431,-0.0319,-0.0387,-0.041325,,,
2/21/2020,-0.0227,0.0085,-0.0221,-0.0316,-0.0054,-0.01466,-0.02045,,,
2/20/2020,-0.0103,-0.0007,-0.0051,-0.0153,0.0101,-0.00426,-0.00515,,,
2/19/2020,0.0145,-0.054,0.0036,0.0003,0.0009,-0.00694,0.004825,,,
2/18/2020,-0.0183,0.0471,0.0004,0.0101,-0.0073,0.0064,-0.003775,,,
2/14/2020,0.0002,0.0096,0.0036,0.0089,-0.0008,0.0043,0.002975,,,
2/13/2020,-0.0071,-0.008,-0.0034,-0.0054,0.0006,-0.00466,-0.003825,,,
2/12/2020,0.0238,0.0086,0.0057,0.0015,0.0032,0.00856,0.00855,,,
2/11/2020,-0.0061,0.0381,0.0009,-0.0226,0.0042,0.0029,-0.0059,,,
2/10/2020,0.0047,-0.0293,0.0199,0.0262,-0.0107,0.00216,0.010025,,,
2/7/2020,-0.0159,0.0048,0.0022,0.0014,0.0024,-0.00102,-0.002475,,,
2/6/2020,0.0117,0.0167,0.0207,0.0207,0.0136,0.01668,0.016675,,,
2/5/2020,0.0082,0.0454,0.0004,-0.0012,-0.0034,0.00988,0.001,,,
2/4/2020,0.0329,-0.011,-0.0251,0.0329,0.001,0.00614,0.010425,,,
2/3/2020,-0.0027,-0.0041,0.0348,0.0244,-0.0091,0.00866,0.01185,,,
1/31/2020,-0.0443,-0.0166,-0.0147,-0.0148,-0.0239,-0.02286,-0.024425,,,
1/30/2020,-0.0014,0.0224,-0.0016,0.0282,-0.0322,0.00308,-0.00175,,,
1/22/2020,0.0035,-0.0062,0.0013,-0.0048,0.0052,-0.0002,0.0013,,,
1/21/2020,-0.0068,0.0105,0.0018,-0.0036,0.0079,0.00196,-0.000175,,,
1/17/2020,0.011,0.0213,0.0203,0.0056,0.0048,0.0126,0.010425,,,
1/16/2020,0.0126,-0.0104,0.0076,0.0183,0.007,0.00702,0.011375,,,
1/15/2020,-0.0043,-0.0012,0.006,0.0065,0.0006,0.00152,0.0022,,,
1/14/2020,-0.0135,0.0885,-0.0065,-0.007,0.0012,0.01254,-0.00645,,,
1/13/2020,0.0214,-0.0093,0.0077,0.012,-0.0028,0.0058,0.009575,,,
1/10/2020,0.0022,0.044,0.0065,-0.0046,0.0087,0.01136,0.0032,,,
1/9/2020,0.0212,-0.027,0.0105,0.0125,0.0118,0.0058,0.014,,,
1/8/2020,0.0161,-0.0118,0.007,0.0159,-0.0103,0.00338,0.007175,,,
1/7/2020,-0.0047,0.0511,-0.0019,-0.0091,0.0032,0.00772,-0.003125,,,
1/6/2020,0.0079,0.0524,0.0266,0.0026,-0.0097,0.01596,0.00685,,,
1/3/2020,-0.0097,0.054,-0.0051,-0.0125,-0.0016,0.00502,-0.007225,,,
1/2/2020,0.0229,-0.0323,0.0218,0.0185,0.0059,0.00736,0.017275,,,
12/31/2019,0.0073,-0.009,-0.0003,0.0007,-0.0042,-0.0011,0.000875,,,
12/30/2019,0.0059,-0.0184,-0.0109,-0.0086,0.0016,-0.00608,-0.003,,,
12/27/2019,-0.0004,0.007,-0.0057,0.0018,0.0051,0.00156,0.0002,,,
12/26/2019,0.0198,-0.0019,0.0134,0.0082,-0.0024,0.00742,0.00975,,,
12/24/2019,0.001,-0.0074,-0.0046,-0.0002,-0.0006,-0.00236,-0.0011,,,
12/23/2019,0.0163,-0.0231,-0.0004,0,0.0032,-0.0008,0.004775,,,
12/20/2019,-0.002,0.0043,-0.0038,0.0109,0.0044,0.00276,0.002375,,,
12/19/2019,0.0009,-0.0152,0.0033,0.0087,0.0012,-0.00022,0.003525,,,
12/18/2019,-0.0023,0.1002,-0.0021,-0.0021,-0.003,0.01814,-0.002375,,,
12/17/2019,0.0019,-0.042,-0.0043,-0.0054,-0.0077,-0.0115,-0.003875,,,
12/16/2019,0.0172,-0.0316,0.0102,0.0065,-0.0049,-0.00052,0.00725,,,
12/13/2019,0.0137,0.0065,-0.0012,0.0084,-0.0021,0.00506,0.0047,,,
12/11/2019,0.0085,-0.0038,0.001,0.0038,0.0015,0.0022,0.0037,,,
12/10/2019,0.0058,-0.0163,-0.0001,-0.0015,-0.006,-0.00362,-0.00045,,,
12/9/2019,-0.014,-0.0224,0.0027,-0.0026,0.0026,-0.00674,-0.002825,,,
12/6/2019,0.0194,0.0178,0.0093,0.0121,0.0003,0.01178,0.010275,,,
12/5/2019,0.0145,0.027,0.0061,0.0005,-0.0027,0.00908,0.0046,,,
12/4/2019,0.0089,-0.012,0.0187,0.0036,0.0131,0.00646,0.011075,,,
12/3/2019,-0.0179,-0.0009,0.0047,-0.0016,-0.0061,-0.00436,-0.005225,,,
12/2/2019,-0.0115,-0.0133,-0.0117,-0.0121,-0.0118,-0.01208,-0.011775,,,
11/29/2019,-0.0022,0.0426,-0.0062,-0.0062,0.0004,0.00568,-0.00355,,,
11/27/2019,0.0135,0.0486,-0.0006,0.0019,0.0014,0.01296,0.00405,,,
11/26/2019,-0.0078,0.0066,0.0057,0.0053,0.0005,0.00206,0.000925,,,
11/25/2019,0.0176,0.0276,0.0093,0.011,-0.0015,0.0128,0.0091,,,
11/22/2019,-0.0009,-0.0466,-0.0051,0.0007,-0.0102,-0.01242,-0.003875,,,
11/21/2019,-0.0046,-0.0582,-0.0012,-0.0009,-0.0127,-0.01552,-0.00485,,,
11/20/2019,-0.0116,-0.0057,-0.0082,-0.0051,-0.0077,-0.00766,-0.00815,,,
11/19/2019,-0.0031,-0.0076,-0.0055,0.0003,0.0054,-0.0021,-0.000725,,,
11/18/2019,0.0051,-0.0354,-0.0103,0.0025,-0.007,-0.00902,-0.002425,,,
11/15/2019,0.0119,-0.0213,0.0186,0.0129,-0.0022,0.00398,0.0103,,,
11/14/2019,-0.007,-0.0139,0.01,0.0051,-0.0005,-0.00126,0.0019,,,
11/13/2019,0.0096,-0.0033,-0.0008,0.0016,-0.0055,0.00032,0.001225,,,
11/12/2019,-0.0009,0.0087,-0.0008,0.0066,0.0016,0.00304,0.001625,,,
11/11/2019,0.008,-0.0332,-0.0083,0.001,-0.0056,-0.00762,-0.001225,,,
11/8/2019,0.0026,-0.0483,0.0015,0.0118,-0.0015,-0.00678,0.0036,,,
11/7/2019,0.0086,-0.0124,0.0124,0.0014,-0.0009,0.00182,0.005375,,,
11/6/2019,0.0005,0.003,-0.0003,-0.0028,0.0006,0.0002,-0.0005,,,
11/5/2019,-0.0016,-0.0091,0.0014,-0.0006,0.0019,-0.0016,0.000275,,,
11/4/2019,0.0067,0.0215,0.0137,0.0058,0.0067,0.01088,0.008225,,,
11/1/2019,0.0283,0.0085,0.0106,0.0024,0.0168,0.01332,0.014525,,,
10/31/2019,0.0227,-0.0006,-0.0014,-0.0086,-0.0021,0.002,0.00265,,,
10/30/2019,-0.0002,-0.0269,0,0.0125,0.005,-0.00192,0.004325,,,
10/29/2019,-0.0231,0.0222,-0.022,-0.0094,-0.0006,-0.00658,-0.013775,,,
10/28/2019,0.0099,-0.0338,0.0195,0.0246,-0.0001,0.00402,0.013475,,,
10/25/2019,0.0123,0.1665,0.0041,0.0056,0.003,0.0383,0.00625,,,
10/24/2019,0.0016,-0.0073,0.0013,0.0197,0.0059,0.00424,0.007125,,,
10/23/2019,0.0135,-0.069,0.0132,0.0064,0.0006,-0.00706,0.008425,,,
10/22/2019,-0.0023,-0.0215,-0.0024,-0.0149,0.0037,-0.00748,-0.003975,,,
10/21/2019,0.0174,-0.0018,-0.0002,0.0074,-0.0057,0.00342,0.004725,,,
10/18/2019,0.0048,-0.0155,-0.0067,-0.0163,-0.0006,-0.00686,-0.0047,,,
10/17/2019,0.0039,0.0091,0.0079,-0.0051,-0.0047,0.00222,0.0005,,,
10/16/2019,-0.0041,-0.0204,0.0006,-0.0082,0.0014,-0.00614,-0.002575,,,
10/15/2019,-0.0024,-0.0223,0.02,0.0145,-0.0005,0.00186,0.0079,,,
10/14/2019,-0.0014,0.0087,0.0016,-0.0009,0.0017,0.00194,0.00025,,,
10/11/2019,0.0266,-0.0344,0.0053,0.0042,0.0045,0.00124,0.01015,,,
10/10/2019,0.0134,-0.0005,0.0058,0.0062,-0.0005,0.00488,0.006225,,,
10/9/2019,0.0118,0.0469,0.0103,0.0189,-0.0004,0.0175,0.01015,,,
10/8/2019,-0.0118,-0.0019,-0.0149,-0.0106,0.0052,-0.0068,-0.008025,,,
10/7/2019,0.0004,0.0402,-0.0023,-0.0072,-0.0046,0.0053,-0.003425,,,
10/4/2019,0.0281,-0.0096,0.0182,0.0135,-0.0021,0.00962,0.014425,,,
10/3/2019,0.0084,-0.0164,0.0097,0.0121,-0.0015,0.00246,0.007175,,,
10/2/2019,-0.0251,0.0074,-0.0232,-0.0177,-0.0084,-0.0134,-0.0186,,,
10/1/2019,0.0029,0.0022,-0.0124,-0.0141,0.003,-0.00368,-0.00515,,,
9/30/2019,0.0236,0.0292,-0.0039,0.0094,-0.0013,0.0114,0.00695,,,
9/27/2019,-0.0049,0.015,-0.013,-0.013,0.0072,-0.00174,-0.005925,,,
9/26/2019,-0.0052,-0.0437,-0.003,0.0013,0.0035,-0.00942,-0.00085,,,
9/25/2019,0.0154,-0.0096,0.0227,0.0144,-0.0008,0.00842,0.012925,,,
9/24/2019,-0.0048,-0.1225,-0.0131,-0.0126,0.0024,-0.03012,-0.007025,,,
9/23/2019,0.0046,-0.0328,0.0039,-0.0022,-0.0047,-0.00624,0.0004,,,
9/20/2019,-0.0147,-0.0076,-0.0073,-0.0116,-0.0068,-0.0096,-0.0101,,,
9/19/2019,-0.0081,0.0084,0.005,0.0184,0.002,0.00514,0.004325,,,
9/18/2019,0.0094,-0.003,0.0023,0.0082,-0.0016,0.00306,0.004575,,,
9/17/2019,0.0035,-0.0058,-0.0015,0.0078,0.007,0.0022,0.0042,,,
9/16/2019,0.0053,-0.0054,-0.0068,-0.0072,0.0027,-0.00228,-0.0015,,,
9/13/2019,-0.0194,-0.007,0.004,-0.0015,0.0114,-0.0025,-0.001375,,,
9/12/2019,-0.0023,0.0249,0.0123,0.0103,0.007,0.01044,0.006825,,,
9/11/2019,0.0319,0.0057,0.0119,0.0003,-0.001,0.00976,0.010775,,,
9/10/2019,0.0118,-0.0198,0.0003,-0.0105,-0.004,-0.00444,-0.0006,,,
9/9/2019,0.0043,-0.009,-0.001,-0.0114,0,-0.00342,-0.002025,,,
9/6/2019,-0.0002,-0.0244,-0.0048,-0.0068,-0.0028,-0.0078,-0.00365,,,
9/5/2019,0.0195,-0.0001,0.0254,0.0176,-0.0009,0.0123,0.0154,,,
9/4/2019,0.0171,-0.0042,0.0108,0.0117,-0.0018,0.00672,0.00945,,,
9/3/2019,-0.0148,0.0255,-0.0176,-0.0132,-0.0048,-0.00498,-0.0126,,,
8/30/2019,-0.0011,0.0099,-0.003,-0.0019,0.0056,0.0019,-0.0001,,,
8/29/2019,0.0169,-0.0245,0.0174,0.0189,0.0014,0.00602,0.01365,,,
8/28/2019,0.0067,-0.0447,0.0026,-0.0013,0.0005,-0.00724,0.002125,,,
8/27/2019,-0.0112,-0.018,-0.0003,0.0021,-0.0062,-0.00672,-0.0039,,,
8/26/2019,0.0189,0.0232,0.0153,0.0154,-0.0096,0.01264,0.01,,,
8/23/2019,-0.0463,0.0281,-0.0319,-0.0319,-0.0048,-0.01736,-0.028725,,,
8/22/2019,-0.0008,-0.0036,0,-0.0073,0.0029,-0.00176,-0.0013,,,
8/21/2019,0.0108,-0.0568,0.0068,0.0111,0.0099,-0.00364,0.00965,,,
8/20/2019,0,-0.0145,-0.014,-0.0083,0.0037,-0.00662,-0.00465,,,
8/19/2019,0.0188,0.058,0.018,0.0167,0.0011,0.02252,0.01365,,,
